id,id_old,x_geo [pixels],y_geo [pixels],z_geo [pixels],x [pixels],y [pixels],z [pixels],x_min [pixels],x_max [pixels],y_min [pixels],y_max [pixels],z_min [pixels],z_max [pixels],n_pix,n_chan [channels],n_los [pixels],ell3s_maj [pixels],ell3s_min [pixels],ell3s_pa [deg],ell_maj [pixels],ell_min [pixels],ell_pa [deg],f_int [K],f_peak [K],f_wm50 [K],kin_pa [deg],rms [K],snr_int,w20 [channels],w50 [channels],wm50 [channels],ra [deg],dec [deg],vopt [m/s],y/n/m,notes,"AGCnr, Name",ALFALFA notes,cube notes
1481035.044,63,4.69,462.901,944.35,4.669,462.893,944.69,1,9,456,469,926,960,1228,34,66,7.0302,2.6268,18.7182,6.6935,2.6621,16.8616,240.5874,0.771,18.9515,341.658,0.1899,36.1516,24.739,15.3047,15.4771,152.18047,13.806579,-58013.551,n,,,,
1481035.072,112,78.457,77.993,964.94,78.377,78.072,966.042,72,86,73,84,946,984,2732,38,115,6.6251,5.3092,85.0633,5.9938,4.6929,-89.8686,664.0259,0.9461,18.2056,62.6791,0.196,64.8055,26.7192,20.1191,26.2977,150.95199,7.3928854,-42295.923,n,,,,
1481035.077,122,67.485,199.246,960.746,67.557,199.171,961.264,64,72,196,204,945,974,882,29,53,4.5303,3.469,34.1831,3.8464,3.1438,49.0274,234.4634,0.8198,7.293,287.8071,0.1799,43.8835,20.5844,15.1858,20.6198,151.13233,9.411208,-45813.367,n,,,,
1481035.096,166,167.266,508.229,974.955,167.375,508.289,975.82,164,174,506,511,960,989,642,29,36,4.5257,2.4807,-79.2955,3.9443,2.3295,-79.2229,204.2057,0.9663,10.1896,299.0018,0.1968,40.9601,24.1695,15.0215,19.8798,149.46869,14.563172,-35098.325,n,edge,,,
1481035.175,319,4.668,236.256,1043.957,4.514,236.05,1042.619,1,10,232,242,1033,1058,913,25,64,4.3012,3.7156,-26.8868,4.476,3.708,-38.8978,271.2414,1.0669,6.0939,287.8414,0.3069,29.2545,20.3326,14.8209,22.0925,152.18304,10.025856,14074.163,n,,,,
1481035.21,366,497.59,376.179,1129.862,497.765,376.186,1130.142,493,503,374,380,1113,1147,890,34,42,4.8444,2.4829,-82.8102,4.3489,2.3242,-83.1397,180.3924,0.7485,7.375,263.7818,0.1523,39.7108,25.9746,23.1105,23.9498,143.96217,12.361454,78501.762,n,,,,
1481035.219,380,97.086,169.633,1061.633,97.19,169.674,1061.204,94,102,165,175,1045,1080,1279,35,57,4.9232,3.4843,8.9549,4.3928,3.2395,5.6451,275.3012,0.7297,15.7127,342.275,0.1764,43.6366,22.324,14.6754,20.1494,150.63844,8.9195903,27754.934,n,,,,
1481035.233,403,479.911,51.724,1051.606,479.79,51.727,1050.683,473,490,46,57,1039,1066,1941,27,125,7.8392,4.9915,79.6929,7.3821,4.3083,83.5511,431.8701,0.6877,31.0696,40.3145,0.1544,63.4953,22.2742,16.9927,15.2733,144.26176,6.9537912,20009.749,n,,,,
1481035.251,429,495.208,386.346,1060.892,495.227,386.233,1060.75,491,500,384,390,1043,1079,1013,36,44,4.5559,2.9322,74.2823,4.207,2.5942,69.6307,190.1985,0.6288,12.6231,252.8573,0.1497,39.9103,31.11,20.9579,21.0419,144.00447,12.528907,27420.613,n,,,,
1481035.259,437,155.863,149.978,1110.225,155.984,149.951,1111.135,151,163,146,155,1095,1124,1571,29,82,6.3599,3.984,62.8418,6.1311,3.6691,62.6708,287.9776,0.906,6.3942,231.462,0.1755,41.3917,21.3968,14.8993,23.1297,149.65855,8.5908615,64510.146,n,,,,
1481835.002,4,315.332,136.107,166.328,315.292,136.06,166.585,312,321,134,140,150,189,756,39,42,4.2539,3.1444,89.4168,3.6508,2.8522,83.1606,230.9335,1.3433,7.2351,112.9494,0.1952,43.017,30.1876,16.6108,30.3948,147.0034,16.359368,-630794.43,n,,,,
1481835.004,12,496.356,118.198,563.197,496.476,118.087,563.229,492,500,114,124,544,584,1336,40,56,4.7413,3.8954,-52.8547,4.0718,3.519,-39.2217,284.864,0.7081,0,1.6241,0.169,46.1039,30.1652,16.8968,0,143.98366,16.059813,-338815.74,n,,,,
1481835.009,25,294.275,89.778,900.492,294.497,89.538,902.269,291,297,87,95,884,925,396,41,24,4.4586,1.3664,29.7031,3.1518,1.3159,34.279,188.0999,1.8553,5.2937,197.3384,0.2733,34.5811,36.9918,31.0874,35.9846,147.34998,15.584,-89240.663,n,,,,
1481835.031,54,55.268,336.358,964.539,55.204,336.391,965.47,50,62,331,343,943,989,2729,46,104,6.3164,5.2498,31.3975,5.3899,4.5543,35.3086,1014.2978,0.974,0,154.9962,0.1654,117.3985,27.665,16.3109,0,151.3382,19.698228,-42717.449,m,,,,
1481835.037,66,63.036,4.322,971.856,62.95,4.397,972.846,56,69,0,10,943,1012,2334,69,89,6.1477,4.4879,-67.7183,4.5965,3.9706,-55.0371,958.2383,1.3684,23.2343,137.1137,0.208,95.3784,58.1327,49.3504,55.0745,151.20911,14.16498,-37287.577,m,,,,
1481835.185,323,501.365,13.704,1059.576,501.406,13.755,1059.765,498,505,8,20,1042,1077,1445,35,65,6.5933,3.0794,14.2525,6.0778,2.7246,14.8727,292.7536,0.6671,4.1547,22.9812,0.1563,49.2637,24.5473,20.7822,27.9637,143.90149,14.320946,26695.533,n,,,,
1481835.233,408,59.63,316.528,1052.389,59.602,316.276,1051.479,55,65,312,322,1039,1068,1187,29,65,4.6123,4.3636,55.4404,4.1979,3.894,44.884,236.3521,0.866,25.7516,249.9319,0.1641,41.8087,22.1289,19.3629,10.6824,151.26491,19.362976,20595.928,n,,,,
1481835.252,443,509.265,178.038,1066.917,509.863,177.961,1067.167,507,512,174,183,1047,1089,1198,42,41,4.8836,2.7107,-4.0812,3.8112,2.5594,6.277,692.5372,2.7252,18.5814,1.3202,0.1412,141.7515,32.1428,21.0557,28.4431,143.76054,17.057719,32144.095,n,same as 1401835.298,,,
1482635.027,34,276.32,252.673,898.007,276.297,252.794,898.618,269,282,247,259,881,915,1816,34,92,7.3668,3.9435,-43.8358,6.2494,3.6956,-41.9064,390.4975,0.7353,19.1344,303.9681,0.1762,52.016,23.2076,16.4066,21.7131,147.65332,26.304951,-91928.786,n,,,,
1482635.046,62,69.303,459.694,925.475,69.237,459.753,924.825,66,73,456,465,909,946,970,37,47,4.8995,2.9599,-21.0684,4.2588,2.7164,-21.889,204.45,0.7519,11.1494,147.3371,0.1882,34.8852,21.2354,14.586,19.2605,151.10432,29.754278,-72637.081,n,,,,
1482635.052,72,454.498,84.26,925.533,454.513,84.471,925.492,452,459,79,92,905,943,1123,38,70,6.4671,3.5308,1.4857,5.9595,3.2297,0.4973,281.1053,0.9174,17.13,1.4558,0.22,38.1354,30.1935,18.3619,19.0685,144.68304,23.499556,-72145.824,n,,,,
1482635.057,79,330.014,265.407,937.023,329.929,265.579,937.367,328,334,259,272,920,955,1471,35,64,7.2889,2.6887,0.8843,6.8895,2.5799,0.1038,330.7783,0.7841,26.0016,175.5984,0.1956,44.0938,30.2909,21.9736,14.2393,146.75944,26.518041,-63404.122,n,,,,
1482635.063,90,454.461,292.071,929.835,454.517,292.167,930.064,451,459,286,298,913,946,1556,33,83,6.5089,4.0313,8.7263,5.4823,3.6784,7.9485,396.205,0.7765,0,187.766,0.1884,53.3043,25.2615,16.8059,0,144.68299,26.961178,-68780.363,n,,,,
1482635.085,132,179.105,361.342,956.013,179.056,361.424,956.511,175,184,358,366,940,974,891,34,45,4.9113,2.8536,53.7784,4.4117,2.5072,51.0403,313.7555,0.9021,11.1767,29.5592,0.2053,51.1898,25.0344,17.3635,21.4553,149.27401,28.115461,-49312.202,n,,,,
1482635.213,347,279.469,233.878,1088.361,279.334,233.834,1088.229,275,285,230,239,1067,1111,1808,44,66,4.7881,3.9797,-40.68,4.5651,3.4074,-39.0386,392.3568,0.7902,19.8542,152.3577,0.1734,53.204,32.9273,20.7304,26.9819,147.6027,25.988956,47648.718,m,,,,
1482635.216,351,412.685,183.631,1052.269,412.531,183.52,1049.875,410,417,179,189,1027,1079,1761,52,54,5.1018,2.901,-21.4274,4.5419,2.7446,-22.9759,371.7577,1.0351,27.15,335.0551,0.1966,45.0505,45.1167,24.4224,23.0247,145.38274,25.150384,19415.517,n,,,,
1482635.222,358,487.029,279.05,1081.509,487.073,279.017,1081.941,482,492,274,284,1061,1102,1909,41,76,5.1019,4.7671,34.6845,4.6018,4.0878,17.5078,390.8486,0.7059,18.2508,120.3102,0.1563,57.245,29.2923,23.6287,25.3197,144.14038,26.741999,43019.912,n,,,,
1482635.224,360,357.849,257.942,1073.014,357.935,257.903,1073.019,352,364,255,262,1054,1095,1565,41,63,6.1825,2.9442,78.3812,5.4733,2.8376,76.0148,295.8707,0.7492,9.4933,246.7742,0.1777,42.0916,32.1206,25.2986,28.8342,146.29268,26.390106,36452.104,n,,,,
1482635.228,364,323.604,280.85,1060.573,323.566,280.777,1060.48,319,329,277,285,1051,1072,634,21,48,5.7679,2.4141,-50.3781,5.7027,2.3242,-51.6137,147.9524,0.8115,8.2942,292.2064,0.2011,29.2239,17.564,16.1495,17.045,146.8655,26.771337,27221.966,n,,,,
1482635.231,367,215.981,180.487,1084.847,215.881,180.454,1084.329,211,222,175,187,1063,1109,2503,46,97,7.1688,4.037,38.411,6.511,3.6296,38.3625,519.329,0.8633,9.2096,64.032,0.1786,58.1174,33.2362,23.4879,33.6002,148.66025,25.099276,44777.818,n,,,,
1482635.238,374,104.725,165.624,1114.611,104.559,165.714,1114.716,100,111,161,172,1091,1139,2616,48,89,5.8567,4.2763,54.1477,5.1359,3.733,56.5903,669.385,0.931,26.914,98.4526,0.173,75.6471,36.2218,25.6036,28.7381,150.51562,24.85362,67146.328,m,,,,
1483435.017,23,4.983,300.079,884.391,4.596,300.042,884.336,0,12,293,306,869,903,1968,34,91,6.5154,4.0657,45.5735,5.8222,3.7813,47.1615,542.8669,0.9163,11.6963,231.1048,0.2073,59.0259,25.9453,19.265,26.3631,152.18167,35.092441,-102442.13,n,edge,,,
1483435.02,29,254.544,3.678,895.429,254.456,3.492,896.072,250,264,0,9,879,916,2027,37,89,6.6615,4.344,80.0357,5.96,4.0595,79.3703,490.3019,0.9231,5.5993,104.7939,0.1929,56.4551,26.6902,19.5429,31.6591,148.01733,30.149929,-93802.768,n,edge,,,
1483435.039,58,22.622,288.575,946.761,22.729,288.556,946.588,19,26,285,293,933,961,619,28,40,4.2313,2.736,-42.8062,3.5325,2.4944,-40.5445,185.5712,1.2347,8.6064,333.8709,0.2294,32.5182,23.2864,15.2877,22.7203,151.87946,34.901007,-56616.872,n,,,,
1560235.004,5,223.571,221.927,909.186,224.194,221.14,923.394,220,229,218,228,790,973,2461,183,61,5.3437,2.7594,35.2914,4.6668,2.3525,40.9582,963.307,2.542,2.6332,182.6655,0.2849,68.557,83.8623,33.6441,171.7954,156.52172,1.7773421,-73690.023,n,,,,
1560235.007,8,221.176,210.374,856.53,221.488,210.289,857.216,219,226,206,216,821,881,980,60,47,4.029,3.482,-23.8213,3.4118,3.3117,-8.9127,228.2644,1.4933,9.5724,354.9208,0.2709,26.9165,43.3979,24.3968,37.9511,156.56682,1.5964815,-122405.15,n,,,,
1560235.095,165,45.451,113.553,1059.288,45.439,113.529,1058.766,41,50,111,118,1042,1081,1062,39,45,4.4294,3.2658,-80.5686,4.3209,2.9579,-80.1117,289.868,0.9725,7.0302,84.8444,0.2056,43.2568,32.1543,18.6437,32.173,159.50098,-0.016177634,25960.282,n,,,,
1560235.124,205,461.899,359.717,1056.8,461.866,359.754,1056.741,459,466,355,366,1035,1078,1699,43,67,5.6992,3.5065,2.7618,4.9915,3.1805,2.0039,417.4298,0.909,7.5497,196.4173,0.1928,52.5325,34.3939,20.3443,35.8163,152.5605,4.0875668,24469.261,n,,,,
1560235.143,230,363.511,475.87,1204.011,363.546,475.886,1203.524,356,371,470,483,1182,1226,3328,44,125,7.8429,4.7852,-51.7229,7.0921,4.4823,-47.5734,618.9652,0.8688,23.9826,336.8838,0.1815,59.1266,30.1102,23.8562,25.9513,154.19919,6.0231136,132519.85,n,,,,
1560235.151,239,321.509,296.563,1069.304,321.583,296.731,1069.449,318,329,292,302,1050,1087,1424,37,74,5.8952,3.9319,-41.1419,5.2289,3.6979,-43.3505,384.6167,0.8691,19.7153,307.2421,0.21,48.5396,28.8276,17.0841,18.9656,154.89857,3.0371811,33823.853,n,,,,
1560235.155,246,326.775,273.26,1077.786,326.724,273.256,1076.605,323,331,268,279,1059,1097,1441,38,64,5.9813,3.0989,-24.4456,5.4347,2.7502,-22.5864,404.2223,0.9475,20.5437,170.4149,0.1986,53.619,29.9557,18.8658,19.7805,154.81289,2.6459415,39092.067,n,,,,
1560235.163,256,378.01,275.184,1096.355,378.134,275.103,1096.255,376,383,269,278,1064,1123,784,59,32,5.9238,2.3519,36.9172,3.6043,2.1865,40.7077,184.2556,0.9036,5.113,221.788,0.204,32.2538,38.2932,24.3312,37.9062,153.95604,2.6767158,53556.671,m,,,,
1560235.171,267,163.139,286.974,1142.298,163.298,287.029,1142.619,159,169,282,293,1127,1158,1314,31,72,6.0611,3.6864,-42.284,5.9256,3.3799,-44.5379,273.1715,0.7325,17.1153,135.2674,0.1974,38.1692,20.9143,15.7329,17.1374,157.53665,2.8754929,87685.858,n,,,,
1561035.015,23,113.504,242.835,943.77,113.536,242.796,943.722,109,119,240,246,931,960,678,29,41,4.5556,2.2361,-64.4559,4.3516,2.2017,-67.9317,157.9052,0.882,6.0794,309.2959,0.2406,25.2051,22.7704,19.2419,22.4619,158.36602,10.138282,-58726.323,n,,,,
1561035.016,25,99.95,243.452,944.49,99.924,243.46,944.402,96,106,240,247,929,961,1003,32,56,4.808,3.1864,-74.7722,4.3391,2.9861,-73.0586,248.4767,0.8474,11.8642,286.8373,0.205,38.2805,23.5607,14.6991,21.0489,158.59289,10.14936,-58226.025,n,,,,
1561035.03,45,507.143,504.793,953.476,507.537,504.958,954.055,500,512,501,510,938,970,1205,32,68,5.0877,4.0632,-65.6789,4.9259,3.5905,-65.7613,282.9947,1.0736,20.5071,287.9537,0.1828,44.6013,20.9108,16.5185,16.6224,151.79933,14.50766,-51119.872,n,edge,,,
1561035.044,76,443.993,157.458,958.416,444.093,157.024,960.272,439,453,150,166,943,975,2305,32,147,7.3808,6.3818,10.6813,7.1483,4.935,10.1404,702.116,1.0317,0,29.3939,0.2297,63.6793,22.4874,15.4121,0,152.85674,8.7087545,-46543.926,y,,x,,
1561035.102,199,316.538,54.136,1057.549,316.528,54.159,1057.758,314,322,48,60,1046,1075,918,29,62,6.7268,2.8568,17.4033,6.1069,2.6788,14.8934,251.7985,1.061,4.0239,10.6907,0.2385,34.8487,22.7088,16.9128,25.2003,154.98281,6.9943234,25218.124,n,,,,
1561035.227,410,44.046,263.404,1148.336,44.137,263.291,1148.792,41,49,260,267,1135,1166,868,31,44,4.0941,3.205,64.8392,3.819,2.9223,66.381,180.5636,0.7783,18.9037,118.0288,0.1739,35.2366,23.5459,15.6324,11.7186,159.52268,10.479879,92230.669,n,,,,
1561035.228,411,276.802,84.284,1162.733,276.867,84.319,1163.113,274,281,80,89,1150,1178,686,28,40,4.5715,2.5892,-25.6309,4.4793,2.4615,-23.2573,164.2297,1.0283,8.0319,157.6528,0.2144,29.2473,24.3416,19.526,23.6666,155.64383,7.4970021,102772.5,n,,,,
1561835.004,4,62.345,137.697,692.359,61.949,137.703,691.933,56,65,135,141,681,707,145,26,27,6.0867,2.1928,66.5977,4.7492,2.0801,70.1312,74.6424,1.5486,3.8976,245.6302,0.2419,25.6269,17.4234,16.5173,17.6141,159.22581,16.386751,-244074.32,n,,,,
1561835.014,18,54.585,106.81,547.842,54.762,106.705,547.744,51,62,103,110,532,565,805,33,43,6.436,2.2008,70.5908,5.0785,2.1479,73.1005,164.4843,0.8096,5.9945,356.6053,0.1966,29.4916,25.6382,18.4183,25.0054,159.3456,15.870114,-350214.55,n,,,,
1561835.019,30,63.026,136.296,848.467,62.971,136.101,847.872,59,67,130,139,795,885,493,90,35,6.7782,3.2742,16.6769,3.7741,1.9424,13.4632,184.6409,1.9585,2.8793,204.7035,0.2077,40.0457,64.7427,23.0373,80.6194,159.20877,16.360045,-129283.45,n,,,,
1561835.022,33,291.947,430.216,926.714,291.721,430.677,932.374,288,297,424,435,882,978,2996,96,53,6.6736,2.7815,28.5477,4.7679,2.1059,25.3932,1724.8774,4.2812,26.3293,26.1832,0.1869,168.6177,80.2164,66.0797,76.0453,155.39627,21.269667,-67079.71,y,,,,
1561835.023,34,450.266,81.739,916.55,450.27,81.84,916.981,446,455,78,88,900,929,763,29,54,4.7474,2.7065,-73.3513,4.4021,2.8154,-74.6347,183.1542,0.9143,8.1907,298.9237,0.2373,27.9468,22.0015,16.1994,21.7981,152.75378,15.455691,-78411.188,n,,,,
1561835.041,60,269.035,395.777,934.904,268.945,395.793,935.315,264,276,391,402,917,955,2267,38,98,6.977,4.1147,-51.46,6.5927,3.583,-53.1766,496.4459,0.8195,19.3038,122.1537,0.1656,62.9642,28.2177,17.2505,26.5185,155.77587,20.688252,-64915.305,y,,x,,
1561835.062,98,479.15,248.866,966.819,479.056,248.56,968.044,472,490,241,257,948,985,3228,37,155,7.9827,7.5424,-12.4523,7.3014,6.1816,-16.292,820.2285,0.8568,64.5492,184.1266,0.198,72.9259,30.1971,17.6011,13.8227,152.27402,18.234375,-40822.561,n,,,,
1561835.215,392,250.035,59.156,1071.759,249.784,59.029,1071.976,245,256,54,66,1054,1089,2187,35,98,6.4291,4.7476,-45.3433,5.797,4.2543,-47.3129,495.0886,0.9009,23.9303,294.9001,0.1628,65.0094,24.1291,19.3951,22.2409,156.09521,15.075519,35684.595,m,,,,
1561835.223,405,291.996,430.564,1196.41,292.111,430.713,1198.46,285,297,424,440,1116,1237,2798,121,69,7.8761,5.0155,1.7204,7.9176,4.4783,-1.7293,755.1976,1.8021,0,190.0466,0.1596,89.8177,59.2751,42.8296,0,155.38976,21.270266,128792.04,n,,,,
1561835.226,408,430.686,221.27,1118.12,430.414,221.295,1117.943,426,436,216,226,1101,1135,1295,34,67,5.4925,3.3004,47.9301,4.7951,3.2368,53.3193,236.5342,0.6476,8.3596,79.0027,0.1753,37.4849,25.5194,18.9081,24.9645,153.08471,17.779948,69521.59,m,,,,
1562635.163,296,498.785,290.585,1121.626,498.748,290.599,1121.239,495,505,286,296,1104,1144,2030,40,85,5.4838,4.9226,-57.1252,4.9867,4.3931,-68.6054,377.5595,0.7512,1.8552,8.0907,0.177,47.3501,30.3701,15.7624,37.4258,151.9458,26.93503,71948.001,n,,,,
1563435.016,26,305.198,168.901,897.468,305.146,168.758,897.776,300,312,164,174,877,917,2010,40,97,6.1694,4.8888,-58.8574,5.962,4.2667,-52.0884,512.4775,0.8914,0,144.0892,0.2029,56.3301,30.5745,16.9726,0,155.17251,32.904362,-92548.113,n,,,,
1563435.035,59,140.62,275.976,931.738,140.515,276.075,932.675,135,147,272,281,918,947,1265,29,78,6.0107,4.0613,73.7295,5.2964,3.695,77.447,400.1382,0.8681,18.7912,303.7509,0.2228,50.5036,22.1919,15.0267,20.3295,157.91638,34.692988,-66858.674,n,,,,
1563435.159,281,95.729,260.903,1147.021,95.94,260.787,1146.554,91,104,257,266,1130,1167,1359,37,80,6.6036,3.9091,68.8731,6.179,3.6217,68.8317,320.8201,0.8503,0,66.7159,0.2012,43.2445,29.7553,21.3418,0,158.65928,34.438185,90582.747,n,,,,
1563435.161,283,489.123,381.064,1046.615,489.158,381.093,1046.134,485,494,375,388,1030,1072,1768,42,79,6.2687,3.7377,6.106,5.4064,3.3558,7.014,442.3438,1.109,0,176.896,0.2096,50.2026,34.4494,24.1906,0,152.10564,36.443283,16661.482,n,,,,
1563435.17,299,506.058,428.494,1026.919,505.898,428.439,1026.523,504,510,423,436,1006,1045,1115,39,53,6.405,2.5947,-10.6202,5.907,2.3247,-10.5728,337.8981,1.0727,13.7352,338.4064,0.2355,42.9692,30.3856,20.1771,28.6708,151.82664,37.232385,2225.3308,n,edge,,,
1640235.159,284,129.381,148.62,1164.571,129.601,148.559,1165.201,123,137,143,155,1138,1192,4361,54,129,7.4102,5.2237,70.0389,6.6161,4.5068,69.69,1063.8936,1.1511,23.8519,237.8462,0.1897,84.9201,34.7807,20.9021,34.3021,166.09832,0.56764035,104309.7,n,,,,
1640235.176,303,143.404,173.749,1158.228,143.295,173.734,1157.673,138,151,170,179,1134,1191,2579,57,85,6.9227,3.7834,-75.6551,6.3217,3.3288,-77.9901,658.1835,0.9129,20.8019,100.9509,0.2024,64.0251,37.5672,16.0001,35.1682,165.87008,0.98723652,98767.798,n,,,,
1641035.015,22,98.852,337.497,955.039,98.827,337.565,955.084,96,104,333,343,926,980,1752,54,56,5.1816,3.1791,-15.3029,4.4105,2.8199,-22.8835,311.8105,0.6782,0.7872,165.3304,0.1847,40.3386,43.5153,19.747,53.0496,166.61122,11.717754,-50362.256,m,,,,
1641035.016,23,470.637,369.923,952.843,470.841,369.929,951.952,466,474,368,374,928,976,535,48,24,4.6862,2.3352,-85.3514,4.2923,1.61,-87.9246,219.5266,1.4881,7.0558,269.6162,0.2468,38.4633,35.2686,30.3541,34.2725,160.41098,12.25716,-52668.051,n,,,,
1641035.024,35,163.793,318.873,961.899,163.828,318.896,961.934,160,170,313,327,938,991,1779,53,65,6.6315,3.0387,32.2531,5.5479,2.8198,31.0597,320.8516,0.762,5.3551,206.6239,0.1814,41.9266,42.7528,34.0552,42.8339,165.52786,11.406603,-45319.878,n,,,,
1641035.163,267,303.777,463.669,1110.553,303.833,463.686,1110.92,296,313,459,470,1087,1132,3484,45,128,7.9811,4.8444,-81.3445,7.4186,4.5136,-80.2837,618.2648,0.9235,20.9921,88.1347,0.1664,62.9305,32.4207,19.1992,26.4724,163.19445,13.819773,64352.184,n,,,,
1641035.188,304,320.991,460.236,1130.302,320.993,460.224,1130.533,316,326,456,468,1110,1151,1941,41,79,5.3967,4.4378,-6.8515,4.6235,4.1979,4.3476,355.9934,0.7794,17.5452,128.9345,0.1718,47.0395,30.1684,19.1028,19.5489,162.90845,13.762078,78789.214,n,,,,
1641035.191,307,384.47,478.539,1793.528,384.762,478.494,1794.508,380,389,475,483,1751,1839,3490,88,60,4.5707,3.8388,-82.2542,3.4376,3.118,77.9165,1171.1835,1.3879,14.1683,220.8718,0.1693,117.0667,69.4545,50.2789,64.4868,161.84563,14.066567,567556.32,y,NGC 3377A,,,
1641835.004,4,315.074,475.38,805.273,315.048,475.659,805.506,313,319,471,481,784,833,1102,49,45,5.6135,2.2287,25.2153,5.5498,2.0314,22.5076,341.3669,1.2829,11.7207,25.7474,0.2319,44.344,40.3146,34.621,37.3018,163.00753,22.019326,-160470.69,n,,,,
1641835.035,48,104.76,155.863,964.155,104.772,155.874,964.028,101,109,154,159,951,979,608,28,32,4.5711,2.2574,73.2029,4.4607,1.9634,69.9358,130.2106,0.6142,2.9573,244.4498,0.1287,41.0264,23.256,16.2319,25.3916,166.51213,16.68957,-43778.643,n,,,,
1641835.072,111,95.067,372.902,968.586,95.284,372.919,969.371,89,104,367,380,952,985,2169,33,145,7.4191,6.5723,-82.4851,6.8132,5.7912,-89.0083,602.1711,1.0368,26.0601,239.9582,0.1849,69.9348,24.8962,14.6635,21.0104,166.67027,20.306986,-39845.472,n,,,,
1641835.18,269,408.112,259.13,1097.453,408.111,259.054,1097.187,404,414,252,267,1076,1122,3025,46,110,7.3564,4.4721,-4.0094,6.6927,4.1085,-5.4731,624.9226,0.954,17.1372,168.655,0.1736,65.46,37.3925,23.1238,33.9856,161.45647,18.409239,54242.384,n,,,,
1641835.194,287,327.138,103.862,1068.898,327.296,103.697,1068.939,322,334,98,111,1049,1089,2665,40,110,7.0421,4.3522,39.5158,6.1757,3.919,35.8057,623.8031,0.8928,0,179.0047,0.166,72.791,32.2864,17.4496,0,162.8034,15.819949,33448.507,m,,,,
1641835.196,289,271.045,182.109,1054.258,271.083,182.044,1054.812,266,278,177,190,1032,1076,2413,44,92,6.8502,4.3003,37.9141,6.2977,3.9645,44.054,386.2451,0.657,9.8783,238.6673,0.1427,55.1143,35.4397,27.2394,34.9199,163.74028,17.125726,23049.486,n,,,,
1641835.203,296,79.951,108.28,1078.445,79.778,108.54,1078.095,77,85,105,115,1063,1095,895,32,50,5.4777,2.8167,30.7444,4.9371,2.7263,34.8086,169.9447,0.7577,6.394,334.8336,0.1703,33.3657,19.0079,14.7961,17.754,166.92871,15.900659,40188.416,n,,,,
1641835.211,304,330.464,185.68,1122.407,330.401,185.817,1122.091,328,334,181,192,1104,1142,1505,38,58,5.5596,3.1903,9.276,5.0555,2.9173,12.7476,255.6192,0.6162,17.7294,204.1471,0.1352,48.731,32.8966,25.6081,18.3985,162.75164,17.188618,72575.043,n,,,,
1642635.178,290,58.151,313.659,1170.452,58.172,313.725,1170.65,53,63,311,317,1155,1189,832,34,41,5.0943,2.4498,59.4302,4.4503,2.3472,60.191,185.2912,0.8143,0,68.5749,0.1906,33.6962,28.1063,16.3702,0,167.28881,27.320423,108320.81,n,,,,
1642635.18,292,139.214,405.002,1877.637,139.575,405.433,1878.988,134,145,400,411,1839,1907,4201,68,91,5.359,5.1563,43.1878,3.8531,3.6221,-16.5586,2319.5077,2.9425,82.2861,350.0653,0.1716,208.5959,56.5988,47.195,35.5587,165.93209,28.848895,629744.07,y,unclear if in NED,,,
1642635.182,294,350.885,110.056,1105.986,350.945,110.075,1105.992,346,357,105,116,1081,1127,2375,46,88,5.7791,4.641,61.0549,5.0903,4.2994,57.205,400.0816,0.7906,19.4067,264.7526,0.1609,51.0288,38.2079,27.532,28.0161,162.40925,23.92625,60724.174,n,,,,
1643435.018,51,401.829,328.532,933.908,401.848,328.578,933.833,396,409,325,334,918,950,1683,32,84,6.6346,3.9572,82.7058,5.5872,3.3921,80.2038,932.1268,1.6073,0,81.0577,0.2658,85.4684,26.7279,19.4786,0,161.56085,35.567964,-66006.144,m,,,,
1643435.16,286,154.209,439.986,1034.097,154.119,440.009,1034.58,151,157,436,445,1008,1065,872,57,38,4.5504,2.2876,-16.6811,3.9845,1.9903,-13.1805,335.4035,1.4366,8.5616,346.5839,0.3251,34.9346,44.9314,16.4596,44.8799,165.68968,37.425156,8156.5187,n,,,,
1643435.17,300,287.115,39.391,1165.086,287.432,39.056,1164.327,281,294,35,46,1103,1206,3223,103,90,7.2404,4.6479,81.4285,7.4422,3.9589,78.8694,875.1698,0.927,0,260.5626,0.1954,78.9227,47.6991,27.5588,0,163.46779,30.742589,103666.13,n,,,,
1720235.095,138,228.689,69.896,1194.917,228.661,69.444,1194.204,226,232,66,77,1181,1209,665,28,40,4.8664,2.4774,-17.4984,5.326,2.2709,-8.5617,146.8012,0.8089,7.9824,171.6645,0.2274,25.0294,20.6285,17.4557,18.3029,172.44732,-0.75093598,125658.88,n,,,,
1720235.139,205,69.237,200.488,1073.476,68.958,200.53,1072.354,61,76,194,207,1051,1097,2959,46,122,7.9148,4.6646,-51.2396,7.1762,4.306,-50.3,605.258,0.9273,11.8363,122.7957,0.1926,57.7579,30.6182,19.5778,32.6905,175.10903,1.4338292,35962.631,n,,,,
1720235.187,284,257.018,171.764,1121.111,257.051,171.642,1121.184,252,264,167,179,1096,1146,2639,50,95,6.6515,4.4101,35.8746,6.0895,4.1405,39.7197,586.6046,0.832,9.4096,46.6811,0.2019,56.5466,39.209,30.6393,39.6433,171.97416,0.95236726,71907.262,n,,,,
1720235.202,302,370.341,70.137,1106.122,370.388,69.885,1107.2,368,373,66,76,1072,1157,976,85,32,5.4018,1.9907,1.6007,4.2434,1.4777,1.1465,275.5113,1.1529,11.2388,359.1478,0.2423,36.4021,76.8735,47.1781,47.2852,170.08519,-0.74359666,61613.532,n,,,,
