id,id_old,x_geo [pixels],y_geo [pixels],z_geo [pixels],x [pixels],y [pixels],z [pixels],x_min [pixels],x_max [pixels],y_min [pixels],y_max [pixels],z_min [pixels],z_max [pixels],n_pix,n_chan [channels],n_los [pixels],ell3s_maj [pixels],ell3s_min [pixels],ell3s_pa [deg],ell_maj [pixels],ell_min [pixels],ell_pa [deg],f_int [K],f_peak [K],f_wm50 [K],kin_pa [deg],rms [K],snr_int,w20 [channels],w50 [channels],wm50 [channels],ra [deg],dec [deg],vopt [m/s]
201035.006,13.0,417.149,150.781,920.585,417.063,150.75,920.972,413.0,422.0,147.0,156.0,904.0,938.0,1097.0,34.0,59.0,4.3781,4.2328,3.2032,4.0264,3.5902,-28.9368,251.909,0.8115,17.4665,231.2741,0.1943,39.1348,27.3477,18.5624,18.3216,17.306963,8.6041785,-75473.477
201035.019,28.0,484.091,3.785,945.109,484.101,3.448,944.956,480.0,489.0,0.0,10.0,920.0,967.0,1954.0,47.0,66.0,4.9755,4.2113,-18.3084,4.4641,3.8012,-14.5452,526.9234,1.1367,0.0,354.5582,0.1964,60.6937,33.9029,25.5908,0.0,16.18966,6.149138,-57818.379
201035.02,29.0,445.918,217.582,936.102,445.903,217.403,936.134,442.0,450.0,212.0,224.0,920.0,952.0,1403.0,32.0,70.0,5.9059,3.535,-10.984,5.404,3.2728,-10.0847,355.0339,0.9501,16.2802,346.4098,0.196,48.366,26.9053,19.2232,24.4175,16.826283,9.715077,-64311.747
201035.023,32.0,256.465,358.095,937.165,256.545,358.141,937.207,252.0,262.0,354.0,363.0,921.0,956.0,1489.0,35.0,72.0,5.635,3.7447,-47.3779,4.9049,3.4493,-49.2299,364.2362,0.8026,0.0,289.2183,0.2042,46.2275,28.5839,15.4032,0.0,19.982256,12.060708,-63522.462
201035.024,33.0,453.155,19.102,938.936,453.154,19.294,939.226,449.0,458.0,14.0,25.0,923.0,956.0,1248.0,33.0,61.0,5.9816,2.9378,30.7326,5.2806,2.7257,29.3922,335.3996,0.86,15.8075,198.3068,0.2074,45.7726,27.7639,18.2732,20.9903,16.705447,6.4132504,-62036.18
201035.034,49.0,2.737,151.432,951.046,2.582,151.694,951.471,0.0,7.0,148.0,157.0,937.0,965.0,720.0,28.0,43.0,4.9697,2.677,27.6845,4.3402,2.4675,28.5096,211.3079,0.9177,11.5499,31.8247,0.2022,38.9448,20.5977,15.0649,16.933,24.214992,8.6199231,-53022.293
201035.048,70.0,100.061,504.005,977.432,100.252,504.21,976.788,93.0,107.0,498.0,510.0,960.0,998.0,2178.0,38.0,98.0,7.945,3.8191,-61.5864,7.2812,3.4453,-62.2353,552.3341,0.8894,16.9153,292.0855,0.2017,58.6715,27.6224,18.8051,27.1118,22.587157,14.495204,-34385.769
202635.009,20.0,444.985,447.957,476.454,444.957,448.115,476.903,442.0,449.0,444.0,452.0,458.0,498.0,1003.0,40.0,41.0,4.0012,3.0487,-15.9736,3.6274,2.6778,-19.7352,219.9267,0.7582,6.3977,53.5009,0.1719,40.3949,32.6358,31.3326,32.3172,16.842063,29.560314,-402362.76
202635.019,36.0,507.895,489.285,545.618,507.865,489.288,545.254,506.0,511.0,486.0,494.0,533.0,559.0,484.0,26.0,33.0,4.065,1.991,3.1468,3.7134,2.0191,3.1386,94.4327,0.6377,3.0384,189.8673,0.1778,24.1378,19.1472,14.6305,19.3648,15.793591,30.246535,-352047.69
202635.021,41.0,52.647,165.401,660.679,52.374,165.183,661.369,48.0,57.0,162.0,169.0,650.0,672.0,187.0,22.0,29.0,5.4817,1.6724,-62.5637,5.2354,1.9734,-63.6166,60.8194,1.1936,3.252,122.6424,0.2815,15.7985,20.0586,15.8701,19.9702,23.385121,24.844771,-266573.2
202635.022,43.0,335.134,387.255,535.142,335.271,387.342,534.945,330.0,342.0,384.0,391.0,521.0,551.0,1122.0,30.0,57.0,6.0881,2.9903,-78.8264,5.5775,2.5575,-79.4171,254.3212,0.6465,13.5253,274.9917,0.1573,48.2726,23.408,18.2781,19.7863,18.670158,28.547419,-359636.18
202635.027,55.0,102.371,498.844,772.014,102.102,498.65,773.255,98.0,110.0,495.0,505.0,753.0,792.0,1387.0,39.0,75.0,6.8802,3.3566,-55.0791,5.8483,3.0018,-53.3134,554.6067,1.1931,23.8564,112.3371,0.251,59.3382,31.4561,19.8755,25.35,22.556324,30.402558,-184211.13
202635.255,442.0,493.832,317.163,1090.653,493.767,317.071,1089.717,490.0,498.0,312.0,323.0,1074.0,1108.0,1181.0,34.0,67.0,5.3048,3.6808,-21.3864,4.3653,3.3064,-7.7343,274.348,0.7627,0.0,158.5022,0.1627,49.0796,21.1974,15.5127,0.0,16.028561,27.376233,48743.589
203435.007,11.0,270.424,67.885,506.863,270.416,67.893,506.325,267.0,275.0,65.0,71.0,490.0,524.0,890.0,34.0,39.0,4.2252,2.9523,85.2405,3.9399,2.5374,89.4917,222.6673,0.6335,8.2152,83.3357,0.1382,54.0235,28.8626,20.5668,25.7389,19.751081,31.223272,-380704.6
283435.004,5.0,478.214,30.076,808.232,478.26,30.157,808.401,474.0,483.0,27.0,35.0,794.0,825.0,641.0,31.0,40.0,5.1855,2.3022,-50.4112,4.662,2.0474,-52.3891,201.3423,0.8604,4.8119,125.3677,0.2152,36.9623,27.1397,19.7037,27.2532,24.287015,30.594336,-158338.98
283435.051,77.0,181.445,399.112,972.62,181.518,399.18,972.119,174.0,188.0,391.0,409.0,958.0,989.0,3250.0,31.0,180.0,7.9583,6.6434,4.1191,7.4819,5.9031,0.7028,1282.6997,1.3413,0.0,354.9304,0.2666,84.3871,22.4252,15.2182,0.0,29.232733,36.744746,-37822.602
283435.056,87.0,171.322,114.12,989.374,171.545,114.006,989.646,166.0,180.0,110.0,118.0,968.0,1005.0,1669.0,37.0,89.0,6.8694,3.7867,76.7373,6.4082,3.5166,79.9897,497.4295,0.8637,0.0,31.6706,0.2583,47.1325,22.5966,17.2876,0.0,29.398947,31.991824,-24920.349
283435.069,106.0,201.553,99.643,969.501,201.688,99.608,969.778,197.0,207.0,97.0,104.0,954.0,986.0,1278.0,32.0,57.0,5.406,3.2345,88.0074,5.1108,2.9436,84.4864,396.5824,1.0515,27.1093,255.5502,0.2203,50.3509,24.7664,18.77,19.1703,28.896559,31.751865,-39546.021
283435.195,340.0,332.757,235.236,1877.583,332.703,235.384,1878.403,330.0,336.0,230.0,239.0,1849.0,1905.0,781.0,56.0,32.0,4.8658,2.1777,3.3635,3.888,1.8332,5.5647,335.9022,1.6844,8.6687,14.7169,0.2701,44.5056,47.7003,40.7454,45.0398,26.712969,34.014805,629313.76
360235.011,24.0,485.066,104.911,609.351,485.118,104.843,609.142,481.0,489.0,102.0,110.0,589.0,631.0,1251.0,42.0,48.0,4.0874,3.5431,88.919,3.6784,3.3141,56.4939,304.2131,0.8888,11.5032,124.4932,0.2153,39.9462,35.6559,26.814,29.6082,32.172744,-0.16094709,-305018.59
360235.014,30.0,480.922,87.372,627.985,480.962,87.515,628.029,479.0,484.0,83.0,95.0,612.0,645.0,907.0,33.0,47.0,6.2851,2.3721,-0.7454,5.1708,2.314,0.9907,238.4856,0.8759,6.9011,180.843,0.2124,37.28,26.0653,14.9442,26.2492,32.242008,-0.44975658,-291115.52
360235.016,34.0,22.717,117.597,805.037,22.765,117.48,804.627,18.0,30.0,115.0,122.0,787.0,824.0,1137.0,37.0,55.0,6.7202,2.8167,68.997,6.2594,2.517,69.9316,339.8691,1.1104,8.4013,258.6288,0.2372,42.4926,31.676,18.2003,32.106,39.878643,0.049659451,-161117.72
360235.18,317.0,280.472,239.443,1307.607,280.474,239.452,1308.187,278.0,283.0,235.0,245.0,1286.0,1330.0,890.0,44.0,41.0,5.3972,2.5101,11.9376,4.7406,2.0946,12.5577,238.6878,1.141,9.1291,343.8777,0.2596,30.8153,29.529,24.2185,26.5394,35.583476,2.082542,209564.53
363435.055,84.0,262.519,58.241,969.094,262.534,58.331,969.09,259.0,267.0,54.0,64.0,958.0,981.0,692.0,23.0,51.0,5.3997,2.7718,36.3935,4.6293,2.4886,33.1438,275.3215,1.0171,10.7297,30.0639,0.2439,42.916,18.8489,15.193,18.1983,35.882474,31.06392,-40052.59
440235.012,23.0,404.092,459.624,691.128,404.142,459.644,691.074,399.0,409.0,457.0,464.0,673.0,711.0,1230.0,38.0,57.0,5.4149,3.2429,-83.3206,4.6632,2.9268,-86.0499,323.9069,0.9184,5.9856,274.2112,0.2047,45.113,33.2006,26.1517,33.6306,41.522364,5.7524178,-244706.22
440235.014,25.0,368.427,484.066,668.043,368.527,484.048,667.79,362.0,376.0,478.0,494.0,645.0,693.0,4152.0,48.0,138.0,6.9225,6.6126,-8.4787,6.1476,5.8355,-53.4214,1204.0973,0.9638,22.1431,198.4937,0.217,86.1006,35.285,25.5688,35.1075,42.115947,6.1591429,-261846.22
440235.018,32.0,24.298,509.038,689.828,24.169,509.244,689.333,19.0,30.0,507.0,512.0,673.0,708.0,921.0,35.0,47.0,5.663,2.512,82.6288,4.6579,2.3512,82.2457,342.4648,1.1947,14.829,263.016,0.2207,51.1265,26.2732,19.5313,23.1845,47.855256,6.5790728,-245987.88
440235.02,34.0,508.002,75.969,716.438,508.107,76.236,715.939,505.0,512.0,71.0,82.0,693.0,739.0,1582.0,46.0,59.0,5.3145,3.436,-13.4886,5.1503,2.9279,-12.5276,464.252,1.1838,24.8654,333.2241,0.2287,51.0457,37.6072,18.1631,24.8657,39.789597,-0.63773243,-226402.65
440235.022,37.0,120.365,440.962,719.783,120.342,440.985,719.746,118.0,124.0,436.0,447.0,702.0,737.0,1136.0,35.0,59.0,5.8057,3.1076,-4.2934,5.5643,2.6426,-2.5861,339.1774,0.7984,8.9495,184.8962,0.2032,49.5291,25.913,18.4384,25.9249,46.252371,5.4414261,-223600.4
440235.031,48.0,502.285,117.591,804.664,502.344,117.494,804.341,498.0,509.0,115.0,122.0,790.0,823.0,643.0,33.0,40.0,5.6044,2.2163,68.728,5.0173,2.1415,70.2356,208.0381,1.0886,5.515,266.0823,0.2456,33.4114,28.3099,15.0518,28.6234,39.885657,0.04990526,-161328.09
441035.031,66.0,369.205,4.215,668.513,369.186,4.167,668.271,365.0,375.0,1.0,10.0,651.0,688.0,1440.0,37.0,60.0,4.7942,4.0515,73.5946,4.2943,3.6528,87.4855,446.6025,0.937,0.0,170.5053,0.2256,52.1676,30.9835,16.0551,0.0,42.10495,6.1611311,-261492.45
441035.037,72.0,337.067,134.944,648.672,337.086,134.993,649.367,334.0,341.0,131.0,140.0,635.0,663.0,838.0,28.0,53.0,4.7945,3.3776,18.3077,3.9851,3.0044,15.8025,363.6631,1.0689,22.8091,359.7718,0.2437,51.5518,21.2024,17.1041,17.7007,42.639959,8.3415598,-275407.93
441035.043,80.0,103.555,5.906,697.941,103.434,6.006,697.784,101.0,107.0,2.0,11.0,686.0,712.0,678.0,26.0,39.0,4.6358,2.5418,27.2849,4.3508,2.2578,29.6448,188.7219,0.7128,7.6968,32.4374,0.208,34.8403,22.0135,15.7985,21.6233,46.534173,6.1917834,-239766.74
441035.044,84.0,67.854,334.443,685.057,67.841,334.39,684.932,64.0,72.0,329.0,341.0,668.0,703.0,1560.0,35.0,67.0,6.3554,3.331,-18.0767,5.636,2.9796,-16.4764,521.4442,0.9752,16.2625,352.2091,0.2078,63.5337,29.7029,18.3313,27.3162,47.127392,11.664851,-249227.5
441035.045,86.0,341.375,21.374,859.828,341.347,21.426,859.736,338.0,346.0,18.0,26.0,842.0,879.0,1073.0,37.0,50.0,4.9524,3.0253,-47.8605,4.1206,2.7379,-45.8357,291.2133,1.0106,26.4212,310.8177,0.2032,43.7488,29.909,19.6937,12.7384,42.568936,6.4487747,-120550.31
441035.046,87.0,440.228,213.672,709.523,440.119,213.645,709.207,438.0,444.0,209.0,219.0,694.0,728.0,900.0,34.0,46.0,4.8637,2.8344,10.0715,4.1627,2.4439,6.2721,316.7118,0.9195,15.0364,208.3014,0.1988,53.1066,26.7657,16.6166,20.2299,40.922744,9.6524395,-231358.4
441035.05,92.0,125.089,234.375,702.372,125.008,234.348,702.796,120.0,129.0,233.0,238.0,688.0,717.0,360.0,29.0,27.0,4.8169,1.6501,71.3718,3.8079,1.6376,68.5591,123.0741,0.996,5.8809,64.5486,0.2504,25.9015,20.6297,18.9062,20.3649,46.174606,9.9974942,-236077.43
441035.051,93.0,85.788,138.772,711.169,85.708,138.767,710.794,81.0,93.0,134.0,144.0,689.0,735.0,2347.0,46.0,77.0,6.7389,3.4895,-62.4905,6.2646,3.0993,-62.6342,645.6114,1.0189,8.6919,311.1767,0.2063,64.6033,37.3051,30.0958,38.2252,46.829604,8.4044742,-230190.29
441035.052,94.0,447.768,82.281,707.9,447.865,82.362,708.383,445.0,453.0,78.0,87.0,690.0,728.0,880.0,38.0,45.0,4.5973,2.8306,-38.1407,3.8315,2.5821,-41.4671,266.6307,1.2287,11.1064,270.0834,0.2495,36.0296,25.5718,16.6126,24.984,40.793645,7.4643757,-231964.47
441035.063,108.0,226.064,100.63,868.794,225.992,100.673,868.828,222.0,233.0,97.0,105.0,854.0,884.0,1065.0,30.0,57.0,5.3718,3.2145,83.1094,4.8427,2.9712,81.729,304.2886,0.8165,21.7879,54.1087,0.2121,43.9577,23.8547,15.2713,15.3188,44.491537,7.7695731,-113857.34
441035.065,110.0,269.699,129.876,866.811,269.671,129.767,866.838,265.0,275.0,124.0,137.0,854.0,881.0,1617.0,27.0,90.0,5.7579,4.6603,-1.4884,5.3645,4.3477,-3.0408,449.5343,0.9542,18.3748,345.3767,0.2085,53.6145,21.7096,15.978,18.0909,43.76355,8.2544605,-115322.38
441835.007,19.0,146.073,499.717,603.902,145.954,499.654,603.672,138.0,152.0,494.0,506.0,585.0,625.0,2379.0,40.0,103.0,6.7306,4.8344,-48.6567,6.1006,4.2477,-41.2705,434.131,0.7758,18.0757,303.1929,0.1767,50.3631,30.8242,16.1788,27.6776,45.825506,22.419283,-309045.32
441835.008,20.0,501.453,218.548,650.826,501.231,218.682,650.965,495.0,508.0,214.0,225.0,626.0,678.0,3180.0,52.0,96.0,6.1826,4.7148,81.4945,5.6397,4.0813,81.6888,706.2626,1.0749,0.0,274.0571,0.1872,66.906,39.7546,25.0656,0.0,39.904203,17.73641,-274231.62
441835.009,21.0,201.352,496.79,589.394,201.451,496.873,590.19,195.0,211.0,489.0,504.0,566.0,613.0,4072.0,47.0,142.0,6.7673,6.4349,58.8273,6.0865,5.6242,88.5507,804.9405,0.8324,0.0,132.8936,0.1757,71.7839,35.7049,22.3838,0.0,44.900547,22.372934,-318969.28
441835.021,38.0,303.474,3.175,789.534,303.536,3.142,790.941,301.0,307.0,0.0,9.0,774.0,809.0,498.0,35.0,38.0,4.6099,2.3509,1.3301,3.5827,2.0447,-1.9836,260.7923,1.787,7.6326,181.5743,0.2565,45.5648,32.4347,28.4411,32.4308,43.199127,14.14406,-171192.11
441835.035,59.0,471.881,127.001,963.773,471.819,127.115,963.032,468.0,475.0,123.0,133.0,945.0,987.0,967.0,42.0,50.0,5.0055,3.3264,11.6295,4.3058,2.8417,10.8435,197.4928,1.116,8.451,140.6594,0.1814,35.0057,32.86,15.1216,32.3299,40.394409,16.210285,-44511.568
441835.037,61.0,19.579,484.667,927.644,19.524,484.576,927.295,17.0,23.0,481.0,490.0,913.0,942.0,717.0,29.0,39.0,4.2229,2.6462,-28.1891,3.9563,2.423,-29.4073,136.6335,0.7532,6.9352,301.3424,0.1864,27.3781,23.5366,15.9342,17.3116,47.932667,22.167984,-70818.426
441835.045,76.0,35.76,474.33,944.311,35.751,474.349,944.056,31.0,40.0,470.0,480.0,930.0,963.0,1087.0,33.0,57.0,4.6611,3.0565,27.1542,4.6728,2.9193,21.8357,224.2519,0.8758,3.712,348.9265,0.192,35.4206,29.2422,16.9827,30.4556,47.662218,21.997525,-58480.569
442635.001,1.0,201.402,17.597,588.312,201.499,17.597,589.134,195.0,211.0,11.0,25.0,565.0,613.0,4178.0,48.0,144.0,7.3261,6.3024,78.7692,6.4909,5.3754,84.1917,914.0918,0.8957,22.7427,137.5245,0.1823,77.5711,34.6343,22.6767,34.1688,44.899743,22.38499,-319747.02
442635.003,3.0,146.05,19.998,603.73,145.971,19.958,603.489,138.0,152.0,14.0,26.0,584.0,625.0,2535.0,41.0,107.0,6.7865,4.8546,-54.0567,6.0804,4.357,-44.6635,514.2141,0.8301,15.0915,293.8977,0.1832,55.7547,31.1526,22.2661,30.8422,45.825207,22.424342,-309179.75
442635.004,4.0,260.564,68.711,657.605,260.466,68.739,657.729,254.0,269.0,62.0,76.0,633.0,680.0,5078.0,47.0,167.0,7.7449,6.6257,-87.43,6.9245,6.2439,87.9592,1052.2698,1.0022,21.8165,159.7072,0.1851,79.7971,37.3271,25.6112,36.8567,43.916969,23.237365,-269252.53
442635.005,5.0,272.338,54.413,659.077,272.39,54.471,659.108,266.0,280.0,52.0,58.0,647.0,674.0,1123.0,27.0,64.0,7.3752,2.6831,-88.3663,7.2858,2.4681,-87.0898,217.4992,0.8671,21.787,283.6008,0.1914,33.9179,20.2614,17.5351,11.532,43.718223,22.999563,-268237.55
442635.007,7.0,222.616,53.264,667.937,222.504,53.313,667.718,217.0,229.0,50.0,58.0,651.0,686.0,1668.0,35.0,74.0,5.7718,3.8715,81.0816,4.9763,3.7539,80.8193,365.0142,0.932,14.6543,270.9104,0.186,48.0467,26.8764,19.2743,23.9972,44.549667,22.980254,-261899.36
442635.017,20.0,19.529,3.981,921.742,19.461,3.866,922.131,17.0,23.0,1.0,8.0,906.0,937.0,735.0,31.0,37.0,4.0155,2.7581,-36.3554,3.4858,2.5025,-38.643,170.8308,0.8034,3.986,5.8911,0.1866,33.7643,26.661,20.14,26.9844,47.933724,22.15615,-74620.126
442635.178,348.0,134.231,403.023,1074.318,134.361,403.177,1073.74,130.0,140.0,400.0,407.0,1061.0,1091.0,863.0,30.0,51.0,5.3219,2.7221,-61.0048,5.1022,2.5822,-66.8238,190.5662,0.869,1.4587,294.065,0.2047,31.6857,22.4932,15.4321,26.1684,46.018715,28.811342,36983.034
