# id,id_old,x_geo [pixels],y_geo [pixels],z_geo [pixels],x [pixels],y [pixels],z [pixels],x_min [pixels],x_max [pixels],y_min [pixels],y_max [pixels],z_min [pixels],z_max [pixels],n_pix,n_chan [channels],n_los [pixels],ell3s_maj [pixels],ell3s_min [pixels],ell3s_pa [deg],ell_maj [pixels],ell_min [pixels],ell_pa [deg],f_int [K],f_peak [K],f_wm50 [K],kin_pa [deg],rms [K],snr_int,w20 [channels],w50 [channels],wm50 [channels],ra [deg],dec [deg],vopt [m/s],y/n/m
1242635.252,434,200.735,17.46,1082.689,200.56,17.59,1081.676,198,205,14,23,1063,1102,1169,39,48,4.7807,3.1615,34.5829,4.0504,2.8444,37.8888,316.0712,0.895,9.8893,224.1516,0.1981,46.6749,31.2737,24.1088,30.1134,124.91556,22.384873,42824.687,y
1401835.228,412,175.24,23.466,1060.682,175.218,23.601,1059.832,169,182,19,31,1036,1084,3484,48,118,6.7545,5.6443,-64.3657,5.773,5.0481,-70.0067,848.158,0.9367,5.6321,8.2573,0.1866,77.0094,33.6533,22.6366,43.8022,141.33795,14.485047,26745,y
1401835.292,497,45.177,129.974,1071.929,45.09,129.999,1071.402,42,50,124,136,1056,1087,1178,31,65,5.8206,3.1269,25.4893,5.1497,2.8599,26.5722,281.0846,0.7441,0,238.2783,0.1672,48.9797,23.8899,17.657,0,143.50677,16.258355,35261.9,y
1401835.298,504,32.438,178.296,1066.917,32.314,177.798,1066.974,27,39,173,185,1042,1095,3512,53,107,6.1106,5.4532,-4.3434,4.5139,3.9633,12.1458,1910.5575,3.1469,3.6581,47.4031,0.1283,251.3015,34.6911,20.6181,49.9143,143.71969,17.055003,32002.023,y
1401835.305,512,350.028,20.338,1111.059,350.123,20.426,1111.034,347,354,16,26,1093,1132,1417,39,59,5.1162,3.2626,-4.173,4.396,2.9764,2.1484,358.024,0.8457,23.2048,187.8624,0.184,51.6811,33.03,20.6481,18.1045,138.42287,14.432133,64435.915,y
1402635.043,71,143.812,71.866,934.308,143.885,71.811,934.159,139,149,68,76,918,953,1253,35,54,5.2487,3.2871,-62.5957,4.4772,2.85,-60.467,382.2869,0.9858,32.839,226.296,0.1694,63.7561,25.4541,16.8362,9.82,141.86017,23.288564,-65766.309,y
1402635.063,105,494.47,167.39,940.491,494.553,167.294,940.209,489,500,163,173,922,958,1467,36,68,5.5389,3.5912,57.6737,4.9119,3.1384,54.615,405.0563,0.8262,8.3082,97.6833,0.1962,53.9011,26.5865,22.106,26.8516,136.0157,24.879951,-61312.61,y
1561035.044,76,443.993,157.458,958.416,444.093,157.024,960.272,439,453,150,166,943,975,2305,32,147,7.3808,6.3818,10.6813,7.1483,4.935,10.1404,702.116,1.0317,0,29.3939,0.2297,63.6793,22.4874,15.4121,0,152.85674,8.7087545,-46543.926,y
1561835.041,60,269.035,395.777,934.904,268.945,395.793,935.315,264,276,391,402,917,955,2267,38,98,6.977,4.1147,-51.46,6.5927,3.583,-53.1766,496.4459,0.8195,19.3038,122.1537,0.1656,62.9642,28.2177,17.2505,26.5185,155.77587,20.688252,-64915.305,y
2361835.041,60,225.127,288.078,962.221,225.061,288.019,962.987,221,230,284,293,942,984,1656,42,62,5.5429,3.3738,-49.2905,4.6751,2.9871,-49.5453,381.7727,0.7846,11.4873,299.2988,0.1562,60.0678,32.6652,24.6962,30.0781,236.50743,18.892028,-44545.31,y
2362635.041,50,243.227,224.357,945.309,243.106,224.247,945.597,239,249,218,230,926,965,1575,39,72,5.5246,3.7262,-36.8814,4.8593,3.4139,-43.3669,284.2479,0.7335,14.8203,267.7911,0.1591,45.0289,27.403,14.7608,18.0105,236.20668,25.82917,-57346.037,y
2363435.021,28,482.989,53.615,928.245,482.941,53.683,929.004,478,489,50,58,905,951,1852,46,65,5.6314,3.6366,72.2259,4.9549,3.0125,72.0554,380.2031,0.8154,11.7332,79.8756,0.1466,60.2659,33.6994,19.7482,25.2748,232.20942,30.986448,-69560.544,y
2840235.002,6,160.885,503.766,632.163,161.067,503.477,631.167,154,168,499,511,608,659,3192,51,118,7.2088,5.2281,57.4095,6.5399,4.4581,50.4995,1049.4908,1.0231,36.1209,41.5916,0.2278,81.5564,35.4732,24.4592,27.2033,285.57409,6.4829568,-288805.03,y
3321835.278,450,389.149,375.316,1124.707,389.321,375.569,1124.529,384,395,371,381,1104,1149,2390,45,87,6.1102,4.4858,-43.5173,5.2006,3.771,-45.4233,703.3192,1.0082,25.2275,122.0173,0.1647,87.3466,33.1455,17.7772,26.0216,329.76994,20.351186,74369.666,y
3322635.298,495,133.441,427.591,1053.766,133.343,427.825,1052.416,129,139,422,436,1036,1074,2254,38,101,6.9717,4.6804,-20.3732,5.5449,4.0401,-18.557,826.6682,1.3515,23.5556,357.7221,0.2097,83.0363,25.9164,19.3139,25.7052,334.03626,29.222139,21286.065,y
3323435.038,59,125.098,327.454,903.857,125.04,327.825,901.803,120,132,321,335,882,928,2976,46,114,6.3678,5.6251,23.3544,5.5265,4.492,23.5652,1704.1339,2.0979,0,283.6969,0.2372,131.6808,27.6554,17.6718,0,334.17465,35.555494,-89584.204,y
3403435.022,27,179.767,298.066,916.544,179.612,298.117,917.411,174,187,292,304,895,935,2780,40,109,6.8497,4.8037,46.8666,6.1191,4.1264,40.8594,793.6979,0.9362,32.7876,205.4123,0.1868,80.5863,29.6068,22.793,24.0803,341.26512,35.060347,-78094.729,y
40235.018,28,205.194,508.169,947.71,205.205,508.283,948.933,200,212,502,512,928,969,1369,41,61,6.4663,3.1889,-54.6489,5.3431,2.8186,-57.8993,529.533,1.0207,3.5861,110.0323,0.2077,68.9164,29.5922,20.295,37.3456,4.8378947,6.563064,-54890.694,n
40235.055,83,12.619,91.613,985.476,12.662,91.557,985.048,6,19,88,97,975,996,666,21,70,6.094,3.8684,84.5939,5.7359,3.5152,-87.4324,193.4883,1.1565,12.0454,77.919,0.2635,28.4526,16.7998,14.8857,15.8586,8.0469571,-0.38238017,-28305.383,n
41035.007,8,474.359,58.498,511.773,474.27,58.4,511.561,470,482,52,67,494,533,2854,39,124,7.6733,5.0402,34.0016,7.4409,4.5714,32.4512,621.1703,0.8097,20.0788,19.0379,0.1932,60.1839,25.5514,18.8485,23.5025,0.35347093,7.065016,-376849.93,n
43435.027,38,198.414,385.452,931.354,198.433,385.424,931.35,194,206,380,399,909,953,2010,44,92,6.5103,5.3424,-0.3784,6.0854,4.6893,-1.1288,436.6986,0.8549,6.2621,101.5022,0.2059,47.2975,36.1318,27.8169,38.7645,4.9507634,36.51548,-67834.057,n
43435.044,68,118.97,436.73,953.257,118.847,436.642,954.496,111,126,431,443,930,976,3970,46,135,7.8438,5.6407,71.0001,7.222,4.8931,71.1392,1271.577,1.1977,0,265.8578,0.2064,97.7982,31.2763,22.0935,0,6.2772067,37.369107,-50795.509,n
43435.156,268,396.798,17.038,1057.368,396.812,17.178,1056.673,390,406,13,23,1042,1074,2454,32,129,7.7999,5.0854,80.1872,7.1031,4.6421,82.6228,643.8652,1.0188,0,235.4544,0.1798,72.2957,22.4229,15.573,0,1.6444424,30.378032,24419.433,n
43435.207,352,268.546,293.296,1235.14,268.482,293.341,1234.747,265,272,288,298,1215,1264,449,49,35,5.813,2.2321,-24.9283,4.4835,1.7083,-27.2981,266.8579,1.7578,8.0821,151.8204,0.2548,49.433,38.9689,25.7302,37.6905,3.7832783,34.980755,155503.78,n
120235.005,9,340.319,428.003,519.098,340.377,427.868,519.392,337,346,421,434,495,545,2675,50,89,6.5386,4.5268,-5.6572,5.8449,3.8101,-6.3085,765.8601,0.9743,40.7204,346.3621,0.2015,73.489,38.3237,26.9067,26.0028,10.585043,5.2228078,-371085.21,n
120235.016,22,3.534,470.999,938.704,3.418,471.012,940.278,0,9,465,479,914,965,2674,51,86,6.587,4.1697,-3.5236,5.271,3.7744,-5.3391,1075.2144,1.1914,18.5909,225.0747,0.2105,98.7748,38.8162,27.4357,38.7435,16.201042,5.941882,-61261.39,n
120235.079,131,349.62,273.661,966.742,349.647,273.542,966.855,346,354,269,279,950,985,1167,35,53,5.1138,3.1939,-19.819,4.4646,2.8319,-21.5768,572.408,1.2783,21.8075,331.1002,0.2652,63.1839,26.6607,20.7991,25.0831,10.430537,2.6507007,-41697.706,n
120235.089,153,225.789,423.058,986.383,225.832,422.974,986.771,221,232,418,429,971,1002,1680,31,84,6.4371,4.0145,52.7835,5.5828,3.4283,53.6811,808.176,1.1096,49.0177,54.8238,0.2601,75.807,25.6916,22.258,19.8702,12.494131,5.1412456,-27037.117,n
123435.005,6,233.555,4.888,502.54,233.464,4.721,502.287,227,241,0,12,480,526,3821,46,127,6.8543,5.8,88.7505,6.2945,5.2766,-83.421,807.5599,0.8126,22.9524,104.9026,0.1723,75.8403,33.6862,23.7747,32.0738,12.366927,30.170409,-383677.11,n
123435.012,13,214.794,313.344,876.436,214.746,313.351,876.181,212,218,307,319,867,886,433,19,39,5.9596,1.9364,-18.0987,5.1642,1.8965,-19.474,140.3348,1.0211,8.1929,155.5026,0.2291,29.4369,16.5305,15.1967,16.2498,12.678898,35.314249,-108444.8,n
200235.006,8,256.208,296.352,887.767,256.225,296.232,888.139,252,260,291,301,872,906,900,34,45,5.0638,2.7547,33.2496,4.2687,2.6017,34.0589,215.466,0.8574,5.3144,217.1321,0.2104,34.1294,29.7664,20.5921,29.8526,19.987602,3.0288656,-99642.085,n
200235.040,49,445.929,410.897,944.821,445.958,410.838,945.738,443,450,406,416,927,961,1218,34,60,5.3836,3.5887,12.8388,4.807,3.0961,16.8958,408.7852,0.8544,7.9442,229.3359,0.2151,54.4568,26.7401,17.0367,27.587,16.825379,4.9389749,-57242.339,n
201035.004,11,330.034,39.389,927.643,330.013,39.382,927.855,325,337,35,45,910,947,1718,37,83,5.4979,4.5168,-66.1401,5.1991,4.0812,-70.967,407.3558,0.8771,0,293.3446,0.202,48.6501,28.9544,21.2942,0,18.757786,6.7480465,-70406.729,n
201035.019,28,484.091,3.785,945.109,484.101,3.448,944.956,480,489,0,10,920,967,1954,47,66,4.9755,4.2113,-18.3084,4.4641,3.8012,-14.5452,526.9234,1.1367,0,354.5582,0.1964,60.6937,33.9029,25.5908,0,16.18966,6.149138,-57818.379,n
201035.020,29,445.918,217.582,936.102,445.903,217.403,936.134,442,450,212,224,920,952,1403,32,70,5.9059,3.535,-10.984,5.404,3.2728,-10.0847,355.0339,0.9501,16.2802,346.4098,0.196,48.366,26.9053,19.2232,24.4175,16.826283,9.715077,-64311.747,n
201035.023,32,256.465,358.095,937.165,256.545,358.141,937.207,252,262,354,363,921,956,1489,35,72,5.635,3.7447,-47.3779,4.9049,3.4493,-49.2299,364.2362,0.8026,0,289.2183,0.2042,46.2275,28.5839,15.4032,0,19.982256,12.060708,-63522.462,n
201035.024,33,453.155,19.102,938.936,453.154,19.294,939.226,449,458,14,25,923,956,1248,33,61,5.9816,2.9378,30.7326,5.2806,2.7257,29.3922,335.3996,0.86,15.8075,198.3068,0.2074,45.7726,27.7639,18.2732,20.9903,16.705447,6.4132504,-62036.18,n
201035.034,49,2.737,151.432,951.046,2.582,151.694,951.471,0,7,148,157,937,965,720,28,43,4.9697,2.677,27.6845,4.3402,2.4675,28.5096,211.3079,0.9177,11.5499,31.8247,0.2022,38.9448,20.5977,15.0649,16.933,24.214992,8.6199231,-53022.293,n
201035.048,70,100.061,504.005,977.432,100.252,504.21,976.788,93,107,498,510,960,998,2178,38,98,7.945,3.8191,-61.5864,7.2812,3.4453,-62.2353,552.3341,0.8894,16.9153,292.0855,0.2017,58.6715,27.6224,18.8051,27.1118,22.587157,14.495204,-34385.769,n
202635.021,41,52.647,165.401,660.679,52.374,165.183,661.369,48,57,162,169,650,672,187,22,29,5.4817,1.6724,-62.5637,5.2354,1.9734,-63.6166,60.8194,1.1936,3.252,122.6424,0.2815,15.7985,20.0586,15.8701,19.9702,23.385121,24.844771,-266573.2,n
283435.004,5,478.214,30.076,808.232,478.26,30.157,808.401,474,483,27,35,794,825,641,31,40,5.1855,2.3022,-50.4112,4.662,2.0474,-52.3891,201.3423,0.8604,4.8119,125.3677,0.2152,36.9623,27.1397,19.7037,27.2532,24.287015,30.594336,-158338.98,n
283435.056,87,171.322,114.12,989.374,171.545,114.006,989.646,166,180,110,118,968,1005,1669,37,89,6.8694,3.7867,76.7373,6.4082,3.5166,79.9897,497.4295,0.8637,0,31.6706,0.2583,47.1325,22.5966,17.2876,0,29.398947,31.991824,-24920.349,n
283435.069,106,201.553,99.643,969.501,201.688,99.608,969.778,197,207,97,104,954,986,1278,32,57,5.406,3.2345,88.0074,5.1108,2.9436,84.4864,396.5824,1.0515,27.1093,255.5502,0.2203,50.3509,24.7664,18.77,19.1703,28.896559,31.751865,-39546.021,n
283435.195,340,332.757,235.236,1877.583,332.703,235.384,1878.403,330,336,230,239,1849,1905,781,56,32,4.8658,2.1777,3.3635,3.888,1.8332,5.5647,335.9022,1.6844,8.6687,14.7169,0.2701,44.5056,47.7003,40.7454,45.0398,26.712969,34.014805,629313.76,n
360235.014,30,480.922,87.372,627.985,480.962,87.515,628.029,479,484,83,95,612,645,907,33,47,6.2851,2.3721,-0.7454,5.1708,2.314,0.9907,238.4856,0.8759,6.9011,180.843,0.2124,37.28,26.0653,14.9442,26.2492,32.242008,-0.44975658,-291115.52,n
360235.016,34,22.717,117.597,805.037,22.765,117.48,804.627,18,30,115,122,787,824,1137,37,55,6.7202,2.8167,68.997,6.2594,2.517,69.9316,339.8691,1.1104,8.4013,258.6288,0.2372,42.4926,31.676,18.2003,32.106,39.878643,0.049659451,-161117.72,n
360235.180,317,280.472,239.443,1307.607,280.474,239.452,1308.187,278,283,235,245,1286,1330,890,44,41,5.3972,2.5101,11.9376,4.7406,2.0946,12.5577,238.6878,1.141,9.1291,343.8777,0.2596,30.8153,29.529,24.2185,26.5394,35.583476,2.082542,209564.53,n
363435.055,84,262.519,58.241,969.094,262.534,58.331,969.09,259,267,54,64,958,981,692,23,51,5.3997,2.7718,36.3935,4.6293,2.4886,33.1438,275.3215,1.0171,10.7297,30.0639,0.2439,42.916,18.8489,15.193,18.1983,35.882474,31.06392,-40052.59,n
440235.018,32,24.298,509.038,689.828,24.169,509.244,689.333,19,30,507,512,673,708,921,35,47,5.663,2.512,82.6288,4.6579,2.3512,82.2457,342.4648,1.1947,14.829,263.016,0.2207,51.1265,26.2732,19.5313,23.1845,47.855256,6.5790728,-245987.88,n
440235.020,34,508.002,75.969,716.438,508.107,76.236,715.939,505,512,71,82,693,739,1582,46,59,5.3145,3.436,-13.4886,5.1503,2.9279,-12.5276,464.252,1.1838,24.8654,333.2241,0.2287,51.0457,37.6072,18.1631,24.8657,39.789597,-0.63773243,-226402.65,n
440235.022,37,120.365,440.962,719.783,120.342,440.985,719.746,118,124,436,447,702,737,1136,35,59,5.8057,3.1076,-4.2934,5.5643,2.6426,-2.5861,339.1774,0.7984,8.9495,184.8962,0.2032,49.5291,25.913,18.4384,25.9249,46.252371,5.4414261,-223600.4,n
440235.031,48,502.285,117.591,804.664,502.344,117.494,804.341,498,509,115,122,790,823,643,33,40,5.6044,2.2163,68.728,5.0173,2.1415,70.2356,208.0381,1.0886,5.515,266.0823,0.2456,33.4114,28.3099,15.0518,28.6234,39.885657,0.04990526,-161328.09,n
441035.031,66,369.205,4.215,668.513,369.186,4.167,668.271,365,375,1,10,651,688,1440,37,60,4.7942,4.0515,73.5946,4.2943,3.6528,87.4855,446.6025,0.937,0,170.5053,0.2256,52.1676,30.9835,16.0551,0,42.10495,6.1611311,-261492.45,n
441035.043,80,103.555,5.906,697.941,103.434,6.006,697.784,101,107,2,11,686,712,678,26,39,4.6358,2.5418,27.2849,4.3508,2.2578,29.6448,188.7219,0.7128,7.6968,32.4374,0.208,34.8403,22.0135,15.7985,21.6233,46.534173,6.1917834,-239766.74,n
441035.045,86,341.375,21.374,859.828,341.347,21.426,859.736,338,346,18,26,842,879,1073,37,50,4.9524,3.0253,-47.8605,4.1206,2.7379,-45.8357,291.2133,1.0106,26.4212,310.8177,0.2032,43.7488,29.909,19.6937,12.7384,42.568936,6.4487747,-120550.31,n
441035.050,92,125.089,234.375,702.372,125.008,234.348,702.796,120,129,233,238,688,717,360,29,27,4.8169,1.6501,71.3718,3.8079,1.6376,68.5591,123.0741,0.996,5.8809,64.5486,0.2504,25.9015,20.6297,18.9062,20.3649,46.174606,9.9974942,-236077.43,n
441035.063,108,226.064,100.63,868.794,225.992,100.673,868.828,222,233,97,105,854,884,1065,30,57,5.3718,3.2145,83.1094,4.8427,2.9712,81.729,304.2886,0.8165,21.7879,54.1087,0.2121,43.9577,23.8547,15.2713,15.3188,44.491537,7.7695731,-113857.34,n
441035.065,110,269.699,129.876,866.811,269.671,129.767,866.838,265,275,124,137,854,881,1617,27,90,5.7579,4.6603,-1.4884,5.3645,4.3477,-3.0408,449.5343,0.9542,18.3748,345.3767,0.2085,53.6145,21.7096,15.978,18.0909,43.76355,8.2544605,-115322.38,n
441835.007,19,146.073,499.717,603.902,145.954,499.654,603.672,138,152,494,506,585,625,2379,40,103,6.7306,4.8344,-48.6567,6.1006,4.2477,-41.2705,434.131,0.7758,18.0757,303.1929,0.1767,50.3631,30.8242,16.1788,27.6776,45.825506,22.419283,-309045.32,n
441835.009,21,201.352,496.79,589.394,201.451,496.873,590.19,195,211,489,504,566,613,4072,47,142,6.7673,6.4349,58.8273,6.0865,5.6242,88.5507,804.9405,0.8324,0,132.8936,0.1757,71.7839,35.7049,22.3838,0,44.900547,22.372934,-318969.28,n
441835.021,38,303.474,3.175,789.534,303.536,3.142,790.941,301,307,0,9,774,809,498,35,38,4.6099,2.3509,1.3301,3.5827,2.0447,-1.9836,260.7923,1.787,7.6326,181.5743,0.2565,45.5648,32.4347,28.4411,32.4308,43.199127,14.14406,-171192.11,n
441835.035,59,471.881,127.001,963.773,471.819,127.115,963.032,468,475,123,133,945,987,967,42,50,5.0055,3.3264,11.6295,4.3058,2.8417,10.8435,197.4928,1.116,8.451,140.6594,0.1814,35.0057,32.86,15.1216,32.3299,40.394409,16.210285,-44511.568,n
442635.001,1,201.402,17.597,588.312,201.499,17.597,589.134,195,211,11,25,565,613,4178,48,144,7.3261,6.3024,78.7692,6.4909,5.3754,84.1917,914.0918,0.8957,22.7427,137.5245,0.1823,77.5711,34.6343,22.6767,34.1688,44.899743,22.38499,-319747.02,n
442635.003,3,146.05,19.998,603.73,145.971,19.958,603.489,138,152,14,26,584,625,2535,41,107,6.7865,4.8546,-54.0567,6.0804,4.357,-44.6635,514.2141,0.8301,15.0915,293.8977,0.1832,55.7547,31.1526,22.2661,30.8422,45.825207,22.424342,-309179.75,n
442635.005,5,272.338,54.413,659.077,272.39,54.471,659.108,266,280,52,58,647,674,1123,27,64,7.3752,2.6831,-88.3663,7.2858,2.4681,-87.0898,217.4992,0.8671,21.787,283.6008,0.1914,33.9179,20.2614,17.5351,11.532,43.718223,22.999563,-268237.55,n
442635.007,7,222.616,53.264,667.937,222.504,53.313,667.718,217,229,50,58,651,686,1668,35,74,5.7718,3.8715,81.0816,4.9763,3.7539,80.8193,365.0142,0.932,14.6543,270.9104,0.186,48.0467,26.8764,19.2743,23.9972,44.549667,22.980254,-261899.36,n
442635.178,348,134.231,403.023,1074.318,134.361,403.177,1073.74,130,140,400,407,1061,1091,863,30,51,5.3219,2.7221,-61.0048,5.1022,2.5822,-66.8238,190.5662,0.869,1.4587,294.065,0.2047,31.6857,22.4932,15.4321,26.1684,46.018715,28.811342,36983.034,n
442635.201,384,399.398,320.489,1083.544,399.402,320.15,1083.198,397,402,315,326,1070,1097,513,27,43,6.0108,2.1688,-4.6746,5.3874,2.0077,-3.0056,157.1891,0.9643,8.5422,351.6428,0.2256,30.7655,21.1618,16.1772,17.729,41.601356,27.42755,43944.8,n
443435.005,7,74.879,375.477,795.312,74.978,375.333,795.481,70,79,369,381,779,812,1266,33,69,5.767,3.7153,21.6042,5.2857,3.4594,20.6885,325.0515,0.8722,19.4813,26.3658,0.2201,41.5019,23.9808,17.3576,17.8679,47.008426,36.347294,-167850.27,n
443435.006,8,214.586,238.667,814.701,214.562,238.718,814.105,209,220,234,244,790,842,2005,52,78,5.6918,4.4408,75.8001,5.2789,3.8173,80.338,463.3233,1.0627,0,299.7673,0.2074,49.9006,37.1356,22.2058,0,44.682027,34.070368,-154140.21,n
443435.018,20,327.56,135.377,866.851,327.595,135.406,867.258,325,333,133,138,852,879,175,27,20,4.5495,1.5024,-59.3119,4.5051,1.6147,-60.333,42.3782,0.7269,0.9403,131.8876,0.1845,17.3678,20.4271,14.7144,24.7389,42.798147,32.348495,-115013.66,n
443435.172,272,337.086,4.404,1066.577,336.946,4.382,1065.912,332,343,1,10,1053,1084,1204,31,67,5.9021,3.2815,-59.0418,5.3137,3.075,-54.4803,345.1205,0.9926,18.0198,123.7416,0.2126,46.7881,23.2712,16.8346,20.6267,42.642292,30.164756,31220.718,n
520235.013,31,3.216,370.57,527.435,2.669,371.154,527.511,0,9,365,378,506,552,2616,46,92,6.6704,4.7029,14.8733,6.683,4.1074,18.281,1478.9992,2.4194,54.1522,358.3371,0.2916,99.1712,35.6257,28.3186,29.1447,56.213864,4.2775689,-365109.06,n
520235.037,62,183.034,303.467,861.505,183.306,303.351,860.692,177,190,297,309,844,882,2083,38,92,7.7069,3.9737,51.0704,7.0388,3.3104,55.4572,874.5463,2.5942,35.7659,38.542,0.2356,81.3441,29.3008,18.0274,25.2123,53.203242,3.1475137,-119846.69,n
520235.038,63,265.085,83.918,734.971,265.157,83.941,734.979,262,268,78,89,724,753,316,29,36,6.2877,2.0605,8.9642,4.9634,1.8269,6.5074,210.3107,2.2183,14.0346,8.5582,0.3934,30.3164,27.1154,24.8973,27.0006,51.839046,-0.50932338,-212387.15,n
520235.199,299,170.593,101.685,1049.852,170.671,101.964,1047.162,167,175,95,108,1037,1061,982,24,79,5.2738,1.7167,1.9587,4.9033,1.7792,2.3642,3091.2938,12.3744,205.907,182.4955,0.5885,167.6382,18.359,15.8493,16.346,53.413813,-0.20893232,17418.08,n
520235.225,338,224.195,292.666,1233.565,224.177,292.771,1233.401,221,230,290,295,1218,1254,308,36,31,4.9494,1.9736,-81.1152,4.2264,1.642,-82.431,234.0816,1.6193,6.985,100.77,0.3916,34.0589,34.5722,30.8341,34.6708,52.522048,2.9711793,154512.96,n
520235.243,367,110.249,178.836,1366.767,110.438,178.976,1367.441,105,115,173,184,1341,1393,1699,52,62,7.0663,2.5233,-32.0283,5.8239,2.3316,-39.3267,1696.3377,3.998,38.516,323.378,0.3139,131.0893,46.2745,29.902,41.4414,54.417713,1.0746002,253182.77,n
520235.247,375,225.575,442.388,1237.181,225.675,442.735,1236.91,223,229,438,447,1215,1256,779,41,36,5.2213,2.0354,-22.0328,4.2398,1.6089,-14.8004,789.9672,3.8768,26.575,162.3265,0.3269,86.584,31.4119,27.211,30.7117,52.497084,5.4705869,157096.02,n
520235.271,414,175.608,298.065,1725.17,175.671,298.115,1724.784,174,179,293,303,1705,1743,658,38,34,5.0411,2.2357,-3.5458,4.5871,1.9507,-3.9912,207.8913,1.131,9.8889,169.8761,0.2134,37.9759,28.0744,15.797,26.8091,53.330489,3.0602455,516231.53,n
600235.018,48,204.397,368.919,507.637,204.398,369.27,510.006,199,209,363,374,479,546,2647,67,83,5.6348,4.9286,46.3167,4.6014,4.3896,75.5562,1013.3578,1.2032,13.6013,283.5568,0.2007,98.132,54.583,42.4629,54.1051,60.851698,4.2461743,-377994.31,n
600235.029,61,350.488,299.073,501.94,350.922,298.934,502.362,345,357,293,306,477,529,2858,52,99,5.8731,5.4884,46.28,5.7831,4.7548,60.0958,1085.7924,1.7811,33.8442,53.5147,0.2465,82.4004,36.5717,20.3941,33.0341,58.409624,3.0739044,-383621.27,n
600235.031,63,236.85,172.249,507.334,236.814,172.182,508.37,231,241,170,175,484,537,755,53,34,5.8121,2.2271,-85.782,4.7387,1.9062,-87.9545,361.7429,1.2186,12.9479,269.1881,0.2171,60.6441,45.6438,29.7157,30.5999,60.311431,0.96135759,-379198.7,n
600235.035,68,21.059,175.11,509.09,20.872,175.311,508.877,18,25,171,182,485,535,1521,50,49,6.1874,2.4645,22.2914,5.8462,2.0227,21.1925,590.9867,1.0044,0,194.8982,0.2118,71.5307,39.6927,32.3086,0,63.910478,1.0135142,-378825.71,n
