id,id_old,x_geo [pixels],y_geo [pixels],z_geo [pixels],x [pixels],y [pixels],z [pixels],x_min [pixels],x_max [pixels],y_min [pixels],y_max [pixels],z_min [pixels],z_max [pixels],n_pix,n_chan [channels],n_los [pixels],ell3s_maj [pixels],ell3s_min [pixels],ell3s_pa [deg],ell_maj [pixels],ell_min [pixels],ell_pa [deg],f_int [K],f_peak [K],f_wm50 [K],kin_pa [deg],rms [K],snr_int,w20 [channels],w50 [channels],wm50 [channels],ra [deg],dec [deg],vopt [m/s],y/n/m,notes,"AGCnr, Name",ALFALFA notes,cube notes
760235.095,123,224.604,155.61,971.05,224.754,155.634,972.742,220,232,153,163,958,984,482,26,50,6.3702,5.0996,61.0189,5.2146,4.0751,65.6931,184.6133,1.2275,11.4851,263.2016,0.2363,35.5894,23.2077,20.2117,22.0092,76.512223,0.68556615,-37364.296,n,,,,
760235.279,461,474.822,179.062,1376.501,474.942,179.013,1375.746,470,480,172,187,1346,1404,2803,58,93,7.7617,3.9054,12.8549,7.8518,3.3097,9.2642,1064.0266,1.5868,39.8661,197.9238,0.2163,92.9028,40.1355,25.4162,31.7206,72.342412,1.0752112,259296.19,n,260 km/s cluster,,,
760235.291,474,477.504,368.57,1367.692,477.538,368.678,1368.468,472,482,365,374,1344,1393,1229,49,45,6.6311,2.5956,-50.9985,6.6392,2.4822,-48.939,481.0314,1.3421,6.4716,309.2597,0.2116,64.8469,38.0316,30.2856,39.3682,72.299152,4.2363137,253938.82,n,260 km/s cluster,,,
760235.292,475,448.748,176.802,1353.436,448.776,176.322,1354.859,445,454,173,185,1328,1387,1653,59,58,5.8954,3.5557,-29.127,5.2925,2.8066,-30.2607,615.1631,1.4414,20.2144,137.0261,0.2123,71.2638,43.2448,22.261,31.2882,72.778518,1.0303747,243921.27,n,260 km/s cluster,,,
760235.294,477,24.318,178.39,1357.129,23.984,178.16,1355.528,22,28,176,183,1329,1379,735,50,28,4.3065,1.9954,-38.2,3.43,1.7112,-40.2621,377.3686,1.4963,11.7053,326.1401,0.2097,66.3819,42.7878,34.6987,36.9795,79.858407,1.0610067,244413.56,n,,,,
760235.3,483,79.725,373.232,1383.735,80.486,373.351,1383.137,75,86,370,377,1361,1407,1769,46,61,6.5235,3.3898,-84.8662,6.2529,2.8805,-84.1612,703.4705,1.7509,14.7283,88.7891,0.2178,76.7837,38.5318,28.8658,35.956,78.916695,4.3141975,264736.81,n,260 km/s cluster,,,
760235.301,484,152.57,175.734,1380.433,152.56,175.739,1380.084,149,157,173,180,1360,1402,1006,42,37,4.6282,2.3873,47.6178,4.4685,2.0801,49.3443,366.3635,0.9813,0,230.2814,0.2208,52.3138,34.2683,24.523,0,77.715459,1.0206479,262489.67,n,260 km/s cluster,,,
760235.302,485,5.907,374.674,1378.398,6.043,374.429,1377.276,4,9,368,379,1353,1400,906,47,36,6.4255,2.0126,-13.6761,4.6468,1.8842,-11.8702,406.8497,1.4678,28.4096,163.2267,0.1983,68.1782,38.3388,23.0753,13.2349,80.157415,4.3321549,260422.51,n,260 km/s cluster,,,
760235.306,489,262.16,370.967,1381.85,262.194,371.021,1381.462,257,267,366,380,1361,1404,1929,43,74,7.1411,3.6895,-7.6308,6.3288,3.2266,-13.15,581.0462,1.2344,8.5891,173.0753,0.2,66.1383,31.1803,23.726,36.1677,75.888229,4.2753539,263504.12,n,260 km/s cluster,,,
763435.003,6,54.863,426.781,905.776,54.91,426.626,905.503,51,59,422,431,889,926,1103,37,47,4.8998,2.9329,29.0835,4.7691,2.6951,28.2126,301.6466,1.0955,0,174.9643,0.2512,36.163,29.0631,20.176,0,79.342972,37.202179,-86860.231,n,,,,
763435.006,9,488.444,394.282,892.576,488.381,394.156,893.493,486,492,390,400,877,908,698,31,37,5.0871,2.0928,-17.4744,4.8093,1.8826,-13.0334,200.0557,1.0298,25.2613,344.316,0.2325,32.5639,24.461,15.8312,3.8566,72.118426,36.661006,-95701.206,n,,,,
763435.009,12,156.364,328.078,930.928,156.251,328.046,932.36,149,165,322,334,913,949,2569,36,117,7.8279,4.4274,-62.4188,7.1877,3.954,-64.6002,766.5931,1.0289,13.4566,307.0207,0.2486,60.8402,27.6699,20.1663,29.4521,77.653938,35.559177,-67090.459,n,,,,
763435.016,23,82.827,351.358,925.1,82.603,351.188,926.649,79,87,349,355,911,939,450,28,31,4.571,2.0069,-73.0371,4.3326,2.0042,-71.5155,132.4942,0.905,6.5389,102.3179,0.2234,27.9606,21.0969,14.9576,20.4021,78.881417,35.944866,-71294.104,n,,,,
763435.029,39,402.409,247.007,939.936,402.53,247.073,941.37,397,408,242,253,925,955,982,30,60,6.7096,2.6642,-39.7347,6.193,2.4032,-39.9071,365.6899,1.232,1.1628,312.6154,0.2693,43.3257,22.468,17.6045,27.7471,73.549283,34.209619,-60457.884,n,,,,
840235.001,1,156.598,367.012,512.867,156.374,367.308,513.276,152,161,358,374,485,541,3101,56,91,7.9367,3.6849,4.9008,6.4462,3.5658,6.4133,1059.2862,1.5095,7.5786,0.9705,0.1967,96.7243,43.8966,30.0891,48.4373,85.651919,4.2134747,-375587.86,n,-370 km/s cluster,,,
840235.006,6,146.382,369.817,516.409,146.636,369.913,516.232,141,151,364,376,488,549,2552,61,74,6.048,4.3476,32.8895,4.7629,3.1384,30.2259,951.3145,1.5453,32.5687,209.7078,0.1968,95.6778,47.3626,29.6568,31.1308,85.814215,4.2568975,-373411.25,m,-370 km/s cluster?,,,
840235.009,9,134.54,369.665,514.135,134.432,370.013,514.672,132,138,365,376,489,540,1790,51,49,5.4964,2.7771,13.8221,5.1776,2.3454,13.2103,610.4309,1.171,10.8476,12.5054,0.1975,73.062,37.5559,27.1485,37.6613,86.017615,4.2585662,-374559.99,n,-370 km/s cluster,,,
840235.014,14,189.447,173.669,516.382,189.539,173.528,517.438,185,196,171,179,492,552,1361,60,56,5.8617,3.2408,78.2015,5.4591,2.8704,78.3555,410.6048,1.1373,6.707,270.9961,0.2077,53.5862,48.5102,24.1492,48.888,85.099165,0.98380537,-372524.01,n,-370 km/s cluster,,,
840235.02,20,244.905,370.315,509.475,244.91,370.426,509.463,241,250,367,375,493,527,823,34,39,4.5318,2.72,60.8054,4.223,2.4541,56.5074,220.2406,0.8356,10.0183,237.1912,0.2074,37.0104,27.6929,22.1412,25.2666,84.176308,4.2654413,-378394.13,n,-370 km/s cluster,,,
840235.022,22,22.485,302.5,521.389,22.467,302.412,521.603,19,27,298,307,501,544,1605,43,56,4.5219,3.802,29.8614,3.9197,3.7736,41.4315,389.7048,0.9409,16.3027,131.1257,0.2008,48.4411,38.7412,24.5687,28.8632,87.883694,3.1318742,-369457.95,n,-370 km/s cluster,,,
840235.039,39,142.08,176.341,518.399,141.737,176.438,518.346,139,148,171,184,502,534,1000,32,55,6.0333,4.6001,-8.244,5.3146,3.9392,26.7864,269.065,0.9684,5.5233,35.138,0.2144,39.6926,25.795,18.2877,26.5181,85.895855,1.0322965,-371855.55,n,-370 km/s cluster,,,
840235.042,44,479.913,322.447,939.516,479.908,322.652,940.524,475,486,316,329,921,958,2234,37,92,6.4645,4.18,29.9674,5.9188,3.7067,24.7928,567.7701,0.9196,23.828,11.9191,0.1871,64.1999,28.6102,22.4846,23.2552,80.259663,3.4692076,-61080.726,n,,,,
840235.045,47,353.009,185.775,948.141,353.214,185.503,947.711,349,358,180,194,932,967,1579,35,80,6.4199,3.8949,10.9947,6.2442,3.3484,12.1895,401.2455,0.9889,18.812,186.157,0.204,49.4932,24.7247,17.2889,23.1268,82.371246,1.183394,-55789.914,n,,,,
840235.046,49,3.115,365.331,548.818,2.959,365.387,548.529,0,8,359,373,530,570,2335,40,85,7.4972,3.7822,8.5943,7.2,3.4146,11.547,546.3122,0.9498,16.4552,206.0218,0.1991,56.7947,32.4692,24.7145,28.8975,88.208835,4.1814623,-349637.31,n,-370 km/s cluster,,,
840235.052,55,459.58,359.541,960.97,459.405,359.442,961.717,454,466,353,367,941,979,2621,38,112,7.3135,4.8429,-36.4212,6.6604,4.4313,-36.2126,694.7391,0.9947,34.0378,157.4439,0.2005,67.6885,27.593,17.5951,23.8147,80.601393,4.0823752,-45479.658,n,,,,
840235.291,482,321.102,361.507,1138.275,321.116,361.674,1138.662,318,325,357,367,1123,1157,1050,34,51,4.7825,3.2334,17.0558,4.2514,3.0361,13.5915,215.6832,0.8597,5.4485,32.0617,0.1804,36.8893,29.9606,23.3224,30.1679,82.906209,4.1195827,84773.323,n,,,,
840235.316,518,504.24,178.325,1356.658,503.916,178.106,1355.153,502,508,176,183,1329,1379,696,50,25,4.0512,2.0568,-36.0238,3.2626,1.6675,-38.9293,360.0986,1.4967,10.8873,328.419,0.2115,64.551,43.5042,34.8891,36.9845,79.859525,1.0601016,244137.08,n,,,,
840235.319,521,173.715,408.711,1101.065,173.705,408.74,1099.619,169,179,406,413,1083,1124,1280,41,52,4.3822,3.2269,-71.6581,3.9272,2.8285,-75.9087,341.8793,0.9497,7.9724,313.3329,0.203,47.0735,33.2856,21.215,30.5568,85.363054,4.9040165,56032.823,m,,,,
840235.324,526,430.833,367.065,1353.6,430.244,366.16,1353.561,427,437,362,373,1332,1373,1451,41,60,7.8616,3.4745,-36.1688,8.1674,2.9803,-37.2635,568.7838,1.868,0,319.2503,0.2088,71.4963,32.3941,23.7088,0,81.087409,4.1943397,242965.39,n,250 km/s cluster,,,
840235.325,527,264.685,177.702,1384.787,265.147,177.393,1384.329,260,269,175,183,1360,1405,873,45,42,5.8358,2.8908,52.4488,5.8516,2.1942,50.3938,312.7406,1.6419,10.7637,27.3655,0.2405,44.0046,32.5532,17.7816,31.6936,83.839029,1.0482269,265614.22,n,250 km/s cluster,,,
840235.331,533,140.164,367.023,1363.122,140.598,367.012,1362.342,136,144,364,371,1333,1397,1038,64,35,4.2805,2.8412,-69.5952,3.5923,2.4002,-67.8147,415.9524,1.4574,0,120.0132,0.2029,63.6279,45.8207,20.4816,0,85.914841,4.2085418,249429.61,n,,,,
840235.332,535,183.102,493.462,1086.653,183.016,493.653,1084.995,180,188,490,498,1073,1103,800,30,42,4.0791,2.7157,30.6271,3.8047,2.654,36.1703,205.2054,0.7932,7.6736,219.7186,0.2084,34.8064,24.5551,17.6829,23.8918,85.207876,6.3192305,45268.225,n,,,,
840235.333,536,237.214,177.517,1355.005,237.956,177.219,1355.272,233,244,174,183,1334,1383,1519,49,56,6.6556,3.2309,62.0005,6.5548,2.8744,68.8781,653.915,1.7843,10.2845,260.6931,0.2092,80.2075,39.9765,27.502,40.4654,84.292215,1.0453209,244224.98,n,250 km/s cluster,,,
840235.338,541,155.013,369.087,1358.717,155.198,368.904,1359.37,152,160,366,373,1336,1388,1065,52,39,4.7812,2.9489,-56.5689,4.4677,2.3621,-51.9916,415.4126,1.3718,19.719,129.4823,0.2163,58.8632,38.3502,23.7907,23.8446,85.67151,4.2400799,247241.47,n,250 km/s cluster,,,
840235.34,543,177.119,366.807,1365.621,177.322,366.065,1364.701,175,180,363,371,1339,1391,957,52,30,4.3684,2.1802,14.5089,4.0191,1.6602,17.9482,462.3482,2.0826,0,18.7746,0.2022,73.8991,41.2062,26.2708,0,85.30277,4.1927592,251166.06,n,,,,
840235.344,547,43.316,175.503,1386.016,43.332,175.436,1386.146,41,46,173,179,1369,1405,449,36,20,4.0883,1.7235,-40.1139,4.1617,1.5217,-40.322,168.3972,1.2469,5.3878,310.7692,0.2198,36.1559,28.4258,15.0349,28.1962,87.53595,1.015609,266951.75,n,,,,
840235.346,549,273.209,175.781,1373.581,273.306,175.417,1375.344,271,277,171,180,1345,1408,1050,63,32,4.463,2.755,11.1476,4.0773,2.0612,18.0299,444.6356,1.5649,0,193.1517,0.2334,58.7958,56.3476,35.3748,0,83.703033,1.0152827,259000.27,n,,,,
840235.347,550,485.846,374.684,1378.295,485.996,374.381,1377.017,484,489,368,379,1352,1401,1040,49,39,6.3991,2.0051,-13.4818,4.8544,1.9785,-11.9929,440.1297,1.4505,35.5348,165.7883,0.1955,69.7935,39.4785,23.9197,8.1545,80.158207,4.3313565,260231.91,n,250 km/s cluster,,,
840235.35,553,73.067,182.148,1383.454,73.041,181.733,1383.963,71,76,179,187,1367,1401,540,34,29,4.6746,2.3841,12.3003,4.2554,1.9236,13.3522,183.4289,0.9702,5.0325,204.7597,0.2221,35.5458,28.0833,22.5864,27.6862,87.04079,1.1205467,265345.27,n,250 km/s cluster,,,
841835.01,21,495.142,469.453,889.297,495.177,469.566,889.293,489,501,464,476,868,911,2831,43,110,6.0887,5.812,78.4791,5.7935,5.329,37.3495,710.4708,1.2034,22.117,239.6428,0.2248,59.4029,35.1297,23.8919,27.4363,79.703368,21.870637,-98793.085,n,,,,
841835.023,36,70.671,506.696,891.864,70.3,507.142,891.522,64,78,501,512,860,923,5157,63,129,7.3109,5.694,-74.5666,6.1981,5.1034,-57.0586,2234.3201,1.636,0,316.7873,0.1984,156.8044,49.4506,28.8339,0,87.332685,22.515792,-97152.168,n,edge,,,
841835.028,41,77.368,157.078,789.227,77.22,157.169,789.73,74,82,153,162,766,813,1514,47,52,4.5587,3.6275,24.4666,3.8256,3.0743,29.6902,453.0084,0.971,0,53.7308,0.1354,86.001,35.1376,22.7012,0,87.100802,16.685847,-172083.24,y,,x,out of alfalfa range,
841835.064,100,212.555,73.028,958.504,212.812,73.203,961.289,208,218,69,78,938,980,2248,42,78,5.5391,4.488,-57.3259,4.9663,3.8456,-61.4587,1125.8978,1.4533,0,111.6685,0.2198,108.0614,31.4041,19.6624,0,84.736608,15.310265,-45794.824,m,,,,
841835.07,112,38.265,111.34,962.428,38.487,111.384,965.22,32,43,106,117,945,982,1752,37,75,6.2157,3.8357,-38.6858,5.47,3.2347,-30.2495,1049.6557,1.643,0,335.8601,0.2832,88.5515,30.1208,18.0118,0,87.757868,15.910729,-42901.294,n,,,,
841835.247,437,143.317,47.744,1072.444,143.266,47.717,1071.647,139,149,43,54,1054,1091,2082,37,89,6.1647,4.5593,32.0299,5.2193,3.8473,23.7791,927.7533,1.418,19.625,194.1188,0.2401,84.6925,27.1232,17.2656,27.6225,85.931931,14.877008,35442.378,m,,,,
841835.338,587,114.027,33.146,1086.801,113.854,33.258,1083.981,106,122,28,39,1065,1107,2500,42,101,7.6974,4.186,66.2543,6.9328,3.5804,67.4742,1189.5932,1.6188,27.0632,243.4135,0.2326,102.2739,29.6259,19.3823,29.3735,86.434822,14.630164,44521.257,y,,x,out of alfalfa range,
843435.007,14,446.455,235.831,868.381,446.259,235.872,868.833,442,454,231,241,848,889,1570,41,75,5.0838,4.13,21.6853,4.5017,3.9065,23.5017,375.0761,0.9803,10.0356,315.7361,0.214,44.2368,31.0531,25.2678,30.2579,80.820486,34.022932,-113853.67,m,,,,
843435.01,18,449.829,371.696,900.52,449.939,371.756,900.779,441,457,368,377,883,919,1443,36,84,7.9558,3.0236,-79.378,6.8039,2.9058,-76.9043,363.0359,1.0138,0,94.152,0.2302,41.5172,22.3427,16.9072,0,80.75916,36.287672,-90337.697,n,,,,
843435.013,22,478.321,125.209,882.397,478.151,125.252,882.425,474,485,122,129,866,901,1102,35,56,5.3211,3.0634,68.02,5.0068,2.7146,72.3008,304.6087,1.1188,11.7516,75.662,0.2124,43.197,27.5712,25.4587,26.6055,80.288943,32.179268,-103848.27,n,,,,
843435.021,31,480.758,390.492,918.752,480.894,390.655,919.185,478,484,385,396,903,933,769,30,45,4.8628,2.3171,-14.5545,4.5521,2.3183,-14.2101,203.0135,1.1012,10.31,174.2663,0.2317,31.6008,24.9858,16.9325,19.108,80.243236,36.602656,-76788.487,n,,,,
843435.024,35,427.702,407.903,924.776,427.579,407.772,924.465,418,434,401,416,905,950,3148,45,140,7.7492,5.8806,-28.8675,6.3235,4.9774,-9.2994,1118.8132,1.3606,35.202,195.0483,0.2395,83.2718,28.0068,15.5291,24.4833,81.131811,36.887943,-72901.702,n,,,,
843435.228,430,383.143,287.097,1068.573,382.938,287.209,1065.9,380,387,283,293,1052,1089,1009,37,51,5.0587,2.6712,-4.2737,4.2316,2.499,-4.8681,535.6914,1.7054,29.2631,177.0939,0.2803,60.1755,22.7966,18.3698,18.9505,81.875829,34.878559,31211.44,n,,,,
843435.245,465,247.094,302.467,1063.3,247.118,302.552,1063.08,245,251,298,308,1051,1078,606,27,41,5.2132,2.3315,-26.2608,4.4304,2.0858,-21.0085,298.0695,1.3947,11.7808,146.5788,0.3128,38.7132,24.1215,15.0204,21.4375,84.139501,35.134266,29136.087,n,,,,
843435.312,601,106.188,404.936,1054.323,106.395,404.956,1052.169,103,109,401,410,1038,1071,809,33,42,4.6106,2.4135,8.0069,3.9043,2.2374,5.7574,405.0265,1.6439,0,184.2681,0.3294,43.2288,25.5478,20.2853,0,86.484904,36.841015,21104.079,n,,,,
843435.317,610,374.289,412.065,1055.88,374.323,411.916,1054.317,368,383,406,418,1041,1071,1759,30,96,7.1586,4.1183,62.2993,6.507,3.7748,59.8488,703.8122,1.4262,51.3934,43.2563,0.3207,52.3341,24.989,20.1942,18.16,82.019423,36.957008,22685.183,n,,,,
843435.33,631,176.708,439.2,1063.219,176.963,439.202,1061.004,174,181,434,444,1042,1085,1344,43,53,4.7325,3.3015,-11.0151,4.7224,2.8117,-9.3972,444.9467,1.2982,9.8387,327.9848,0.2567,47.2764,37.515,25.9185,35.8187,85.308754,37.411775,27607.497,n,,,,
843435.333,634,233.609,420.59,1072.163,234.006,420.926,1073.278,231,238,417,424,1056,1100,785,44,38,4.2494,3.0028,-45.6348,3.9879,2.4976,-56.683,382.1842,1.6401,13.5603,281.0386,0.2547,53.5859,31.9715,20.2251,28.5813,84.358035,37.107182,36643.067,n,,,,
843435.338,641,235.654,395.074,1070.433,235.513,395.181,1070.212,232,240,392,399,1051,1088,633,37,39,4.4807,2.5182,-49.6803,4.196,2.3981,-50.5016,189.1296,0.9244,7.1069,162.9957,0.2524,29.7777,29.9663,23.2176,28.3704,84.33293,36.678086,34385.694,n,,,,
920235.007,7,412.378,303.123,519.987,411.917,302.967,519.952,406,420,298,309,497,546,2601,49,97,7.5853,4.5009,76.0711,7.4149,3.742,83.3864,723.8361,1.0731,33.0981,80.5539,0.1954,72.6255,35.1379,20.9322,29.1861,89.392873,3.1411211,-370673.29,n,-370 km/s cluster,,,
920235.019,19,34.81,178.561,541.096,34.694,178.509,541.044,29,41,173,186,523,566,2289,43,100,7.3586,4.8299,-37.1102,7.7942,4.5612,-35.7278,583.2816,1.1096,14.7925,149.3122,0.2205,55.2913,29.795,17.6391,29.7403,95.679935,1.0668221,-355147.04,n,-370 km/s cluster,,,
920235.023,23,286.852,182.924,525.229,286.768,183.17,524.627,284,290,179,187,507,546,593,39,25,4.4346,1.826,30.6484,3.8627,1.5382,27.7274,205.9354,0.9213,7.8749,215.9167,0.2105,40.1799,32.4972,22.3064,29.5349,91.478689,1.1445021,-367231.77,n,,,,
920235.03,30,74.965,367.975,538.401,74.823,368.253,536.802,68,81,362,374,505,567,1631,62,75,7.6648,3.3508,-46.4974,7.4908,2.9845,-43.6494,528.4994,1.1379,6.7533,140.7726,0.2082,62.8441,56.5289,44.8221,56.4577,95.011116,4.2292209,-358269.32,n,-370 km/s cluster,,,
920235.031,31,356.946,373.149,524.309,356.841,373.193,524.201,351,361,369,380,501,555,1285,54,59,5.5852,4.8512,-65.9796,4.958,3.9081,18.3604,381.0405,1.0005,15.4077,218.1207,0.2041,52.0822,40.5104,25.8401,34.4406,90.310803,4.3115628,-367545.25,n,-370 km/s cluster,,,
920235.032,33,54.971,174.994,520.03,55.187,175.208,520.455,50,60,171,180,503,543,1250,40,57,5.2173,3.8039,74.2967,4.6959,3.3518,85.5853,419.2821,1.265,15.9957,281.3696,0.2164,54.8057,30.1492,26.743,28.0388,95.338384,1.0117945,-370302.7,n,-370 km/s cluster,,,
920235.033,34,111.802,172.387,519.371,111.852,172.468,519.871,108,117,170,176,503,537,817,34,38,5.1688,2.5199,-73.6241,5.4558,2.096,-70.878,272.7434,1.0497,7.8486,105.1534,0.2212,43.13,28.5931,20.2104,28.0512,94.393954,0.96613101,-370732.59,n,-370 km/s cluster,,,
920235.034,35,124.363,369.42,531.323,124.234,369.59,530.522,121,130,364,375,503,558,2260,55,67,5.2505,4.0003,-23.2104,4.8435,3.5432,4.3835,580.3071,1.0468,22.6448,207.4421,0.1977,61.7353,43.57,28.7786,32.0714,94.187594,4.2515005,-362892.67,n,-370 km/s cluster,,,
920235.037,38,83.262,172.063,526.818,83.284,171.632,526.309,81,86,168,177,504,549,870,45,31,4.5915,1.9712,19.6248,4.1914,1.5482,15.0631,373.3505,1.2076,6.2571,19.6479,0.2225,56.8892,38.0953,28.9113,38.3024,94.870104,0.95220756,-365993.54,n,-370 km/s cluster,,,
920235.041,46,179.78,369.895,553.964,179.521,370.363,552.912,177,185,363,378,532,576,2087,44,79,6.7601,3.6734,9.777,6.247,3.0141,13.323,595.9807,1.1741,0,195.576,0.1998,65.2826,33.9544,20.8756,0,93.266136,4.2643933,-346410.67,n,-370 km/s cluster,,,
920235.042,47,213.952,173.805,550.804,213.9,173.795,550.229,211,219,172,177,535,569,764,34,32,4.2573,2.4163,-87.3825,4.2711,2.1041,-86.3038,219.2827,0.8826,5.8203,103.9383,0.2106,37.6703,31.4265,22.9089,31.0782,92.69316,0.98824901,-348385.27,n,,,,
920235.156,244,107.257,286.316,1147.221,107.374,286.148,1148.712,100,118,281,292,1121,1174,3465,53,110,7.7092,4.5506,65.7491,6.3193,4.0398,59.3685,916.285,1.1664,33.5609,67.2382,0.1887,82.5009,40.3115,31.398,31.8949,94.468598,2.8608068,92171.11,m,,,,
920235.205,329,24.061,362.185,1108.362,24.117,362.181,1107.057,20,28,357,367,1094,1122,588,28,40,5.3035,2.236,-38.1543,4.5429,1.925,-40.1136,216.653,1.1159,0,330.189,0.258,34.6348,23.0797,17.0392,0,95.856212,4.1280204,61508.38,n,,,,
920235.226,382,27.798,163.057,1162.697,27.85,163.076,1162.74,23,34,159,168,1147,1180,1114,33,62,6.5295,2.6554,57.8954,6.0892,2.6375,57.9976,279.4648,1.0281,13.2021,231.3147,0.2017,41.5078,24.7461,16.2859,23.5476,95.793994,0.80960618,102497.72,n,,,,
920235.261,442,301.526,232.455,1130.52,301.624,232.389,1130.09,296,307,229,238,1111,1152,1458,41,68,5.1189,4.029,-69.7404,4.3202,3.4582,-58.798,485.2153,1.1849,24.4687,176.2437,0.2057,61.7674,26.7878,20.5617,25.3253,91.231092,1.9648186,78463.255,y,,,,
920235.282,467,92.414,290.752,1150.283,92.176,290.659,1150.316,88,99,288,294,1129,1171,1322,42,50,5.1756,2.9292,-86.6335,4.6714,2.5006,-86.0186,360.1398,0.8947,5.7027,277.1331,0.1907,51.9306,32.2007,21.8364,33.1049,94.721891,2.9359917,93352.233,n,,,,
920235.285,472,37.785,156.973,1169.563,37.739,156.898,1169.303,35,41,153,162,1155,1185,856,30,45,4.5884,2.995,-7.8137,4.2885,2.6213,-7.0903,215.2781,0.8924,32.5675,204.2913,0.1983,37.1148,25.5969,18.0555,0.0173,95.629173,0.70662714,107328.72,n,,,,
920235.298,487,267.47,176.702,1373.119,267.864,176.779,1370.878,265,271,173,181,1338,1406,1298,68,36,4.2614,2.8184,-16.6815,4.2943,2.3887,-19.4592,554.844,1.674,18.5449,158.2832,0.2114,72.842,60.0339,45.5109,44.3674,91.793763,1.0379785,255712.53,n,,,,
920235.299,488,160.8,370.298,1360.496,160.741,370.035,1361.021,156,165,365,377,1339,1379,1396,40,57,5.9487,3.6309,-6.7292,5.4131,3.1954,-3.9099,452.1661,1.2092,0,173.8222,0.2068,58.5315,29.945,20.2298,0,93.57914,4.2589304,248457.19,n,260 km/s cluster,,,
920235.306,495,107.926,373.37,1392.584,107.884,373.875,1392.445,106,111,370,378,1374,1416,635,42,27,4.7185,1.9637,11.8882,4.3738,1.5722,7.5688,302.0319,1.5496,0,5.0436,0.2121,56.518,34.0226,22.4508,0,94.460103,4.3229285,271589.06,n,260 km/s cluster,,,
920235.307,496,139.428,177.734,1374.695,139.829,177.577,1375.619,137,143,175,183,1349,1408,1030,59,32,4.2575,2.5584,22.2203,4.0748,2.0126,25.558,476.6062,1.5566,3.0581,204.3408,0.2131,69.691,49.6873,35.6121,55.6559,93.927679,1.0512916,259202.6,n,,,,
920235.309,498,190.421,179.409,1381.489,190.151,179.677,1384.418,188,195,176,186,1354,1410,1267,56,41,5.1378,2.8421,-7.9363,5.148,2.6175,-16.629,600.4384,1.609,16.9014,346.2596,0.2078,81.1667,44.8351,36.4715,41.2918,93.088984,1.0862785,265680.05,n,260 km/s cluster,,,
923435.006,17,287.368,114.285,876.188,287.371,114.163,876.554,284,292,111,119,865,890,750,25,52,4.4389,3.4668,-47.5656,4.0055,3.1783,-50.9065,389.9642,1.12,43.1967,242.2961,0.2869,49.6261,18.575,15.3609,11.0149,91.468637,31.994445,-108170.6,n,,,,
923435.028,53,267.718,222.881,876.596,267.818,222.876,877.398,264,275,220,228,865,887,539,22,46,5.6222,2.8471,-64.0936,4.2669,2.4099,-56.1064,271.218,1.585,15.3165,284.0262,0.2518,46.401,19.664,15.281,18.8005,91.794517,33.806335,-107548.85,n,,,,
923435.056,115,157.345,48.949,916.746,157.243,48.758,915.864,152,165,45,54,901,932,1594,31,88,6.5886,4.3139,86.1555,5.6724,3.7976,-89.1546,764.2167,1.1941,81.2949,266.3531,0.2515,76.112,22.6062,15.3195,7.534,93.637451,30.904359,-79233.645,m,,,,
923435.304,602,345.791,235.805,1067.16,345.729,235.837,1065.003,340,354,231,242,1049,1087,2154,38,96,6.9183,4.4866,66.7377,5.7329,4.1049,56.8922,997.1267,1.978,0,207.8669,0.2497,86.0246,27.3284,18.3669,0,90.496009,34.022348,30550.97,n,,,,
923435.332,649,375.6,229.142,1077.529,375.471,229.215,1077.011,371,382,224,235,1053,1103,2805,50,94,6.4548,4.5628,44.8252,6.0361,3.8317,44.719,992.7195,1.3128,61.083,62.8304,0.2325,80.6141,38.9727,25.9195,13.9166,90.000311,33.911983,39390.957,n,,,,
1000235.002,2,383.363,179.64,520.193,383.016,180.142,520.358,381,386,174,185,498,544,1062,46,37,5.4183,2.1472,14.9785,4.5551,1.8609,17.4815,475.5962,1.5541,10.5277,15.1906,0.2122,68.7713,38.2401,24.4349,37.2158,97.874577,1.0940313,-370374.66,n,-370 km/s cluster,,,
1000235.005,5,394.515,177.726,522.661,394.816,177.823,523.134,391,399,173,184,499,550,1845,51,59,5.3908,3.3216,12.827,4.5899,2.8761,17.1464,608.2874,1.1731,35.8419,188.3438,0.215,65.8527,43.5221,30.0565,27.3773,97.677898,1.0553776,-368330.84,n,-370 km/s cluster,,,
1000235.01,10,91.444,370.158,522.779,91.008,370.275,523.463,88,97,364,376,500,548,2027,48,74,5.7426,4.1569,21.0447,4.9929,3.3669,24.179,797.872,1.6886,66.689,207.4667,0.2008,88.2747,37.5847,24.26,5.6068,102.74139,4.2629302,-368088.88,n,-370 km/s cluster,,,
1000235.011,11,362.733,373.861,521.913,362.836,374.094,522.364,360,367,368,380,500,543,1406,43,56,6.9607,2.7892,11.5958,6.7182,2.333,11.6934,503.9024,1.1584,33.2606,199.0721,0.2243,59.9104,31.3249,20.234,16.8362,98.210904,4.3265699,-368897.43,n,-370 km/s cluster,,,
1000235.017,17,433.231,180.882,532.609,433.208,180.998,533.539,430,437,174,185,507,562,1513,55,46,5.6058,2.6769,19.9494,4.5382,2.377,22.7257,487.3691,1.1715,5.1681,199.364,0.2138,58.6102,47.9075,35.0775,51.5412,97.038028,1.1082949,-360671.32,n,-370 km/s cluster,,,
